Temp_C,Humidity,Wind_kmh,Pressure_hPa,Season,Rain_Today
20.9,73,4.9,1036.3,Winter,1
25.4,20,34.8,1047.9,Summer,0
25.2,98,21.4,983.2,Summer,0
35.6,58,18.5,1047.1,Summer,0
29.8,64,6.7,1000.1,Winter,1
29.3,40,9.2,1049.2,Winter,0
18.5,90,19.4,990.2,Winter,1
20.2,61,36.9,991.5,Summer,0
24.6,91,6.7,1016.9,Autumn,0
25.3,79,36.3,993.7,Autumn,1
29.9,68,30.2,1047.5,Summer,0
26.6,51,35.3,1000.3,Summer,0
16.5,65,32.6,1041.1,Spring,0
21.4,68,33.6,1032.3,Winter,1
34.8,54,28.3,1027.6,Spring,0
36.0,55,29.7,1042.0,Spring,1
18.1,99,33.3,1015.2,Winter,0
23.3,63,10.3,1031.6,Summer,0
27.8,57,21.1,1039.7,Autumn,1
21.1,74,28.3,1036.0,Summer,1
23.7,82,23.3,1028.8,Autumn,0
29.3,35,8.9,1014.3,Autumn,0
23.1,100,32.1,1034.2,Autumn,1
39.5,35,1.5,1034.8,Autumn,0
16.8,31,26.5,1037.8,Summer,0
34.6,24,36.0,1043.7,Spring,0
16.5,70,28.5,1029.5,Winter,0
23.4,57,31.4,1018.6,Autumn,1
33.3,84,6.4,1004.2,Winter,0
43.5,63,23.1,1035.7,Winter,1
23.8,28,20.0,995.5,Spring,0
29.9,67,33.6,1031.0,Summer,0
27.5,75,7.2,985.3,Winter,0
25.9,99,9.4,1015.3,Summer,0
31.7,49,1.9,995.4,Winter,0
23.5,84,28.0,1013.6,Winter,0
33.5,92,19.1,1024.0,Spring,0
31.8,99,17.4,993.6,Summer,0
25.3,42,30.6,1036.1,Summer,0
34.8,78,21.3,995.1,Autumn,0
24.5,58,29.3,1048.6,Spring,1
15.3,92,4.7,1039.1,Summer,1
21.2,21,38.2,1041.5,Winter,0
11.6,55,39.5,1048.2,Winter,0
36.9,71,21.0,982.3,Spring,0
12.6,73,20.8,1023.8,Autumn,1
36.6,63,32.0,1020.0,Winter,0
27.3,55,24.4,1049.9,Spring,0
15.6,41,33.1,988.3,Summer,0
29.0,81,12.6,984.6,Summer,1
23.6,20,9.3,988.1,Summer,0
41.7,42,10.4,1037.0,Summer,0
26.8,49,21.5,1021.6,Autumn,0
34.3,73,37.5,1021.9,Spring,1
28.2,94,7.5,1037.5,Spring,1
31.4,39,35.5,1028.8,Winter,0
25.2,71,2.9,1042.9,Spring,1
27.7,30,15.2,982.0,Summer,0
27.6,86,22.2,1014.9,Spring,0
36.8,22,22.1,996.1,Winter,0
19.6,89,20.2,987.7,Winter,0
11.4,48,17.6,995.0,Spring,0
42.9,86,37.3,1011.2,Autumn,0
12.6,50,12.2,985.7,Summer,0
36.0,34,29.0,996.8,Spring,0
17.1,87,7.0,1008.9,Spring,0
20.6,66,36.5,988.2,Autumn,1
28.6,47,22.4,1013.5,Summer,0
27.1,65,19.4,1046.8,Winter,0
27.8,78,18.1,1025.3,Spring,0
16.8,94,38.0,993.0,Autumn,0
32.5,51,0.6,995.2,Summer,1
31.7,32,12.0,1015.7,Autumn,0
27.6,39,39.2,985.2,Spring,0
32.3,38,20.8,1010.6,Winter,0
7.9,40,33.6,1032.6,Spring,0
19.9,25,32.3,1043.0,Spring,0
28.6,86,25.4,1036.4,Winter,0
18.9,84,29.7,1014.4,Autumn,0
7.7,78,26.3,1001.3,Autumn,1
24.7,68,22.7,1032.7,Spring,0
20.2,24,20.6,1026.4,Spring,0
23.2,73,21.5,985.8,Autumn,1
24.0,57,27.4,1045.9,Spring,1
17.7,61,25.0,997.7,Autumn,1
22.2,35,24.7,993.1,Autumn,0
24.0,28,2.0,997.6,Summer,0
20.0,30,25.1,985.4,Spring,0
34.3,54,20.1,1034.6,Winter,0
26.1,55,10.0,1017.0,Spring,0
33.0,90,6.0,999.4,Summer,1
30.7,69,28.6,1029.5,Summer,0
15.2,96,28.9,1003.2,Winter,0
27.1,95,8.5,1024.3,Spring,0
26.3,55,12.7,1040.4,Winter,1
29.1,59,10.4,1029.4,Spring,1
19.2,22,12.9,1007.0,Summer,0
17.6,39,1.2,1005.7,Spring,0
11.4,21,21.0,1033.7,Summer,0
17.7,38,20.3,1008.3,Winter,0
33.8,64,9.8,1047.1,Summer,1
18.0,91,39.0,981.3,Spring,1
19.6,64,35.0,1001.7,Winter,1
38.9,81,5.9,1023.6,Summer,1
24.4,79,2.8,991.0,Autumn,0
24.8,91,30.8,990.8,Winter,0
25.2,74,13.9,985.8,Autumn,1
30.7,21,23.0,1032.5,Summer,0
39.3,53,2.5,1042.9,Summer,1
9.1,95,38.6,994.0,Autumn,1
22.4,91,13.0,982.5,Spring,0
37.6,77,38.8,1002.1,Autumn,0
19.8,23,9.8,1042.8,Summer,0
32.7,36,10.0,1008.0,Summer,0
27.7,28,30.2,1000.3,Autumn,0
24.3,21,38.8,981.9,Summer,0
30.6,58,27.8,989.1,Winter,0
30.6,77,18.1,993.3,Winter,1
26.4,93,31.6,1016.9,Autumn,1
26.9,23,20.7,1011.7,Winter,0
27.3,66,15.0,1034.5,Summer,0
19.0,27,38.0,993.3,Winter,0
25.4,95,7.1,1012.6,Autumn,1
29.4,53,9.7,1044.1,Summer,0
23.0,63,19.1,1040.8,Autumn,1
26.3,96,10.0,1010.2,Spring,0
31.2,98,31.5,988.8,Autumn,0
15.7,99,8.2,1000.8,Autumn,0
28.3,59,2.6,987.0,Autumn,0
22.9,23,37.9,981.5,Winter,0
25.5,75,17.0,992.1,Spring,1
30.8,86,14.3,1038.3,Summer,1
17.8,78,26.6,1011.7,Summer,0
41.1,38,29.3,983.4,Winter,0
19.9,74,1.5,980.9,Spring,1
24.3,27,18.4,1049.3,Autumn,0
27.4,82,35.9,1029.2,Autumn,0
22.3,82,18.5,1034.5,Spring,0
14.5,42,6.3,1002.6,Spring,0
24.7,33,17.6,1025.4,Winter,0
28.6,40,12.0,1020.6,Autumn,0
24.6,82,13.6,1035.2,Autumn,1
35.4,39,1.1,1001.4,Spring,0
10.8,62,32.2,1017.7,Autumn,0
14.5,70,2.1,1032.4,Spring,1
28.1,32,2.7,1023.0,Spring,0
11.2,33,3.5,1040.8,Summer,0
12.6,30,16.0,1007.4,Spring,0
33.2,67,5.9,1005.4,Spring,0
27.3,74,36.7,1023.1,Autumn,1
11.4,42,2.1,1038.0,Summer,0
14.5,36,22.1,1023.8,Summer,0
28.2,78,19.8,1008.1,Summer,1
27.6,82,30.3,1005.6,Spring,1
17.3,90,29.6,994.9,Summer,1
17.9,41,4.5,992.4,Spring,0
27.4,71,27.2,988.2,Winter,0
20.0,53,0.1,1029.4,Winter,1
36.8,58,26.7,1000.6,Winter,0
29.8,65,5.3,1002.8,Spring,1
21.5,72,7.8,1048.7,Winter,0
22.4,51,22.5,1039.1,Winter,0
34.4,68,0.8,1026.8,Summer,1
24.9,51,24.0,1008.9,Spring,0
38.0,31,39.6,987.7,Autumn,0
37.4,100,17.5,998.2,Winter,0
27.6,53,10.1,1031.8,Winter,0
20.7,85,22.3,1020.3,Autumn,0
38.7,100,30.3,983.0,Autumn,0
25.6,44,4.6,992.8,Winter,0
25.9,83,16.7,1039.0,Summer,0
30.4,99,39.9,1002.8,Summer,1
32.8,100,13.7,988.1,Winter,0
24.4,61,21.9,988.3,Spring,0
38.1,49,5.4,1021.7,Summer,0
20.9,65,19.0,984.1,Autumn,0
18.2,94,18.3,1000.8,Spring,0
30.1,33,28.0,1047.2,Summer,0
22.0,63,12.6,1003.0,Spring,1
36.8,71,7.7,1023.9,Winter,1
26.9,73,30.8,1020.3,Spring,1
13.8,98,28.9,981.3,Summer,0
28.0,33,38.6,1009.2,Autumn,0
11.6,98,7.3,1040.7,Winter,0
31.5,71,17.8,1042.9,Spring,1
27.1,40,28.7,1010.5,Autumn,0
19.4,31,29.4,994.0,Winter,0
30.7,45,22.3,1047.7,Summer,0
31.3,29,12.2,982.4,Spring,0
31.4,80,39.1,1026.6,Summer,1
28.9,79,23.5,1023.4,Winter,0
16.1,72,7.4,1028.6,Autumn,0
0.8,30,31.8,999.8,Summer,0
28.2,68,35.7,1028.6,Winter,1
19.5,97,7.3,994.2,Summer,0
11.0,98,0.3,983.0,Summer,1
18.5,44,22.8,1026.1,Spring,0
12.0,28,14.7,991.5,Spring,0
15.8,50,15.1,1008.7,Spring,0
23.4,69,24.1,1030.0,Autumn,1
25.0,26,15.2,1046.3,Summer,0
24.2,33,6.1,1028.3,Autumn,0
35.7,74,3.5,1029.4,Winter,1
19.1,20,4.0,1002.3,Winter,0
23.3,64,39.4,1041.5,Summer,0
28.7,38,19.6,985.6,Winter,0
11.4,33,4.9,1049.8,Winter,0
29.6,69,32.6,1026.4,Spring,1
14.9,27,18.4,1035.7,Summer,0
21.9,33,14.2,994.7,Winter,0
23.0,66,9.0,1043.1,Autumn,0
26.2,51,32.0,1047.5,Spring,1
25.6,55,38.3,1038.7,Autumn,1
19.7,99,3.4,984.5,Autumn,0
36.1,20,30.9,1006.8,Summer,0
21.8,47,10.0,1035.1,Spring,0
23.4,42,1.7,1038.0,Spring,0
32.5,30,6.6,982.1,Autumn,0
31.2,22,13.4,1006.2,Autumn,0
16.9,60,17.6,1018.6,Winter,0
16.3,55,18.0,1010.5,Summer,1
24.8,51,36.2,1041.6,Winter,0
30.1,26,0.5,1018.7,Winter,0
26.7,58,13.0,1003.1,Winter,0
38.2,34,17.5,1001.1,Winter,0
32.9,44,22.9,1019.6,Winter,0
29.8,100,4.6,1033.5,Autumn,0
21.4,80,30.8,1023.9,Autumn,1
25.9,74,36.9,1012.2,Autumn,1
14.5,83,7.4,1039.2,Spring,1
37.0,87,32.8,982.0,Summer,1
13.1,20,25.9,1001.7,Autumn,0
20.9,78,26.7,1011.3,Summer,0
43.0,53,21.7,1048.9,Spring,1
27.0,36,10.3,993.0,Winter,0
28.4,28,27.9,981.8,Winter,0
41.8,37,26.7,1035.8,Summer,0
37.2,38,11.8,1049.3,Autumn,0
22.3,99,2.8,985.2,Spring,1
26.0,42,18.2,981.5,Summer,0
33.4,45,16.8,1040.8,Summer,0
22.6,42,17.8,1042.9,Winter,0
24.7,81,32.7,1044.7,Winter,0
13.2,86,33.4,1013.9,Summer,0
24.5,74,24.7,1003.6,Autumn,0
6.9,38,38.7,999.2,Autumn,0
29.1,83,15.7,1040.0,Summer,0
18.0,60,38.7,1019.8,Winter,1
26.1,89,9.3,989.4,Spring,0
25.5,27,3.5,998.8,Spring,0
13.3,27,6.0,1008.8,Spring,0
25.1,40,11.4,1001.0,Summer,0
12.6,26,24.1,1034.4,Summer,0
28.2,51,4.1,1000.3,Spring,0
23.8,46,22.7,1008.3,Autumn,0
27.4,31,20.7,981.3,Autumn,0
31.3,82,15.1,1047.9,Summer,1
20.9,63,14.8,1003.2,Summer,1
24.3,32,2.5,988.4,Summer,0
39.5,89,21.7,1036.1,Winter,1
25.5,54,6.6,1040.6,Winter,1
22.9,56,36.8,1045.3,Summer,1
42.2,87,29.2,990.4,Winter,0
11.7,48,24.2,1025.3,Spring,0
21.2,29,33.1,1009.5,Autumn,0
39.8,36,25.1,1015.8,Winter,0
30.3,46,6.9,1031.6,Autumn,0
25.2,89,29.0,1022.6,Autumn,0
25.1,35,27.5,1009.1,Winter,0
22.2,99,22.9,1034.9,Autumn,0
21.0,22,18.1,1019.8,Winter,0
39.9,34,31.2,1049.8,Autumn,0
26.2,62,33.6,1036.3,Summer,0
28.0,21,31.5,1038.5,Winter,0
23.9,27,34.6,994.4,Summer,0
22.3,26,36.2,1028.5,Spring,0
21.9,88,3.6,988.9,Summer,1
39.5,41,15.5,1036.6,Spring,0
17.1,95,38.2,1031.4,Autumn,0
19.1,75,25.8,990.7,Spring,0
37.4,21,22.3,1044.2,Winter,0
23.1,89,18.7,1029.5,Spring,1
11.4,52,6.2,1002.8,Winter,1
27.9,88,4.1,991.3,Winter,0
27.0,89,9.3,1039.3,Autumn,0
20.7,45,27.6,1001.1,Autumn,0
15.8,50,17.7,1049.3,Autumn,0
30.5,64,3.2,1037.7,Winter,0
14.2,80,9.9,1006.0,Winter,0
39.3,68,36.0,1005.0,Winter,1
28.2,100,19.8,1036.6,Winter,1
24.8,25,1.1,1044.4,Summer,0
28.8,49,38.7,997.5,Autumn,0
25.2,73,33.7,1014.3,Winter,0
29.8,71,39.0,987.2,Summer,1
26.2,55,27.6,996.3,Autumn,0
32.6,37,18.1,1025.7,Winter,0
44.0,95,33.4,1030.6,Autumn,1
23.1,51,2.2,981.9,Autumn,1
4.6,82,17.7,982.5,Spring,0
21.1,92,15.7,1012.9,Spring,1
24.9,82,38.2,1004.4,Spring,1
25.9,70,24.7,1012.1,Autumn,1
15.9,44,31.0,1025.7,Autumn,0
14.5,47,34.4,990.2,Summer,0
38.0,45,34.2,993.1,Spring,0
21.7,23,9.0,1046.9,Winter,0
21.3,46,5.2,1037.4,Spring,0
22.2,29,7.8,985.5,Summer,0
27.2,28,31.5,1045.0,Autumn,0
32.6,65,3.2,1049.2,Autumn,0
16.6,61,14.0,1009.6,Spring,0
31.4,59,32.5,1022.2,Summer,0
22.7,91,26.2,993.5,Winter,0
25.8,93,26.0,995.0,Summer,1
28.6,26,6.0,1008.2,Autumn,0
35.2,21,35.2,1000.2,Summer,0
20.7,90,36.1,1017.5,Spring,0
28.2,100,10.7,981.3,Spring,0
27.7,46,28.2,988.8,Spring,0
13.0,89,22.3,986.9,Summer,0
19.5,39,9.0,1002.1,Spring,0
31.2,33,2.5,1023.8,Winter,0
21.9,31,37.0,1042.3,Winter,0
17.3,36,3.6,998.6,Autumn,0
25.0,98,33.8,982.9,Summer,0
16.8,68,31.7,1002.1,Spring,0
32.2,75,4.9,1012.2,Spring,1
25.8,68,19.4,980.4,Autumn,0
27.3,93,23.8,982.7,Summer,0
29.7,71,20.2,999.8,Spring,0
19.5,85,28.5,1045.3,Autumn,0
15.0,48,33.2,1040.1,Autumn,0
20.4,69,17.5,996.4,Summer,1
10.5,33,12.6,1023.2,Autumn,0
24.5,87,4.4,1042.9,Summer,0
9.9,56,33.1,987.3,Summer,0
28.8,46,33.1,1011.1,Summer,0
21.5,85,14.1,1049.3,Autumn,0
28.3,62,9.8,1038.1,Winter,0
40.4,46,15.8,985.4,Winter,0
12.1,59,36.2,1048.0,Autumn,0
21.7,21,32.0,998.0,Spring,0
32.5,90,34.3,1039.1,Summer,1
19.2,42,6.6,1048.1,Summer,0
24.8,92,17.3,997.6,Autumn,1
24.7,21,33.5,1028.5,Spring,0
27.9,91,11.3,1007.8,Winter,0
16.4,73,22.5,994.1,Winter,0
23.5,87,26.5,986.7,Spring,1
31.0,87,37.7,1010.6,Winter,0
21.7,31,6.9,985.5,Autumn,0
25.3,33,8.8,991.3,Summer,0
10.5,83,4.6,1010.1,Spring,0
25.0,64,28.2,988.0,Winter,1
24.7,73,3.0,1030.6,Summer,0
18.1,49,4.4,984.2,Autumn,0
34.9,20,10.0,991.7,Spring,0
23.0,82,12.8,1008.7,Spring,0
22.1,98,28.2,1049.9,Spring,1
30.8,84,18.6,1020.9,Autumn,0
31.8,36,11.5,1003.5,Spring,0
20.5,36,27.3,1016.8,Autumn,0
13.7,33,11.4,1008.4,Spring,0
31.3,26,27.3,1014.0,Winter,0
37.1,26,20.6,1033.1,Spring,0
34.8,98,33.4,1027.3,Spring,1
8.5,99,1.7,1008.7,Winter,1
36.3,45,32.4,1012.9,Spring,0
20.3,21,26.1,1046.5,Autumn,0
11.3,83,17.4,1042.0,Spring,0
14.9,65,3.1,1000.8,Winter,0
35.1,39,6.1,1044.4,Summer,0
27.3,62,23.8,1046.2,Winter,0
38.1,61,4.8,1018.4,Summer,1
31.7,36,20.2,982.8,Spring,0
14.7,45,7.6,1018.2,Winter,0
28.1,48,33.7,998.7,Winter,0
14.7,56,22.3,1032.9,Summer,1
38.9,23,6.3,1025.3,Autumn,0
37.1,40,1.5,1004.7,Winter,0
38.8,97,8.4,994.5,Winter,1
20.3,73,1.7,1012.9,Autumn,1
22.5,43,3.8,1011.2,Winter,0
37.0,83,27.1,1003.0,Spring,1
30.4,99,31.5,1010.1,Autumn,0
16.9,35,33.3,1011.5,Winter,0
24.2,54,19.3,1024.5,Spring,0
25.6,25,39.3,1004.5,Winter,0
20.5,93,0.6,986.6,Autumn,0
25.5,52,0.7,990.9,Spring,0
23.2,83,1.3,999.1,Spring,1
34.8,50,14.3,1004.4,Winter,0
27.0,90,25.6,986.3,Winter,1
24.2,39,26.3,996.3,Winter,0
25.8,35,25.4,1008.0,Winter,0
33.7,64,10.7,1029.6,Winter,0
16.2,27,30.3,1026.3,Winter,0
34.9,94,13.7,1022.5,Spring,0
32.5,97,30.8,1043.4,Spring,0
23.1,84,32.1,1021.4,Winter,0
19.1,28,23.4,1005.8,Winter,0
27.4,59,14.1,1016.7,Autumn,1
23.1,36,6.4,1048.5,Winter,0
17.6,67,35.7,1045.1,Autumn,0
38.2,96,9.4,983.2,Winter,0
33.8,36,4.5,1017.2,Autumn,0
28.0,22,22.3,990.1,Spring,0
31.3,32,32.1,1025.0,Winter,0
3.8,100,20.4,1005.0,Spring,0
16.6,78,22.1,1011.8,Summer,1
43.9,100,0.8,1002.9,Spring,1
27.5,51,24.5,1015.6,Spring,1
38.5,44,8.4,996.4,Summer,0
35.7,58,11.8,1024.4,Summer,1
20.3,78,15.9,991.9,Spring,1
17.3,50,29.6,1000.9,Autumn,0
29.0,55,11.3,1006.8,Autumn,1
26.7,72,18.9,986.4,Winter,1
38.5,23,11.7,1009.2,Autumn,0
14.8,30,12.5,999.4,Spring,0
31.5,34,28.4,1007.0,Summer,0
32.0,35,33.1,1037.0,Winter,0
38.8,74,10.7,1030.0,Autumn,1
18.5,46,37.1,1018.5,Autumn,0
30.6,78,33.4,982.8,Spring,1
27.2,93,1.2,984.8,Spring,0
24.8,27,35.3,1015.4,Winter,0
27.2,75,13.3,997.5,Summer,0
20.8,94,18.2,1038.2,Autumn,1
16.6,94,13.3,1013.9,Autumn,1
31.2,61,16.4,1007.4,Autumn,1
34.9,31,39.7,998.0,Summer,0
33.1,79,10.6,1021.6,Winter,1
19.4,93,21.8,1048.4,Autumn,0
23.5,63,33.9,1002.0,Spring,0
12.4,47,18.8,995.6,Autumn,0
22.9,42,33.6,1029.6,Winter,0
17.9,73,22.9,1003.0,Autumn,1
34.1,99,16.5,989.1,Summer,1
26.3,64,28.7,1007.2,Winter,1
20.8,99,24.2,1009.0,Autumn,0
27.7,85,36.7,1047.0,Autumn,1
26.5,87,38.3,1024.3,Winter,0
8.6,22,37.2,1005.5,Summer,0
24.0,64,13.4,1021.7,Winter,1
27.7,79,37.6,1021.7,Winter,0
18.8,86,29.6,980.5,Winter,1
22.6,60,15.5,987.8,Winter,0
24.1,61,11.1,999.6,Winter,0
32.1,40,16.1,1003.6,Winter,0
43.6,90,11.4,1041.0,Autumn,1
27.9,77,35.3,1018.0,Summer,1
14.0,28,24.0,986.2,Summer,0
13.6,95,19.6,994.1,Autumn,1
8.4,86,39.2,1017.6,Winter,1
27.4,70,11.7,1032.4,Autumn,1
24.9,97,34.6,1043.3,Summer,0
14.0,91,4.9,1044.7,Winter,1
34.1,60,8.2,983.1,Autumn,0
24.9,55,18.7,1011.3,Summer,0
20.0,88,35.0,1008.1,Summer,1
30.5,82,30.2,998.3,Summer,1
31.4,57,22.4,1009.0,Summer,0
27.2,52,9.8,1002.8,Spring,0
20.8,23,38.7,1027.8,Autumn,0
26.9,81,17.2,1005.5,Spring,0
30.2,34,14.3,1036.6,Summer,0
16.8,49,5.6,1048.6,Autumn,0
11.2,27,4.6,985.5,Winter,0
20.5,56,7.1,992.6,Autumn,0
16.5,24,7.7,1004.1,Winter,0
19.3,62,17.2,1002.6,Winter,1
21.1,63,39.7,1033.0,Autumn,0
25.2,73,12.7,1011.7,Autumn,1
22.4,50,25.7,1027.5,Spring,0
29.2,95,23.3,1042.2,Autumn,0
30.0,87,25.7,1034.2,Spring,0
46.5,61,28.1,1000.2,Autumn,0
30.2,20,21.1,983.6,Winter,0
11.1,74,3.8,1011.3,Winter,0
19.2,99,29.8,1021.8,Autumn,1
22.9,63,15.3,1047.1,Summer,1
22.6,56,10.6,1036.6,Winter,0
23.9,25,12.9,982.4,Winter,0
35.4,66,11.2,1045.5,Summer,1
25.9,48,39.6,1034.8,Spring,0
23.6,78,7.7,1039.5,Autumn,0
17.6,90,17.9,1041.2,Spring,0
16.2,32,24.1,1023.3,Spring,0
33.7,94,37.1,1048.0,Spring,0
37.7,88,10.4,996.1,Summer,0
23.2,58,13.7,1017.9,Winter,0
28.8,55,23.6,1012.0,Winter,1
13.9,100,22.1,989.1,Autumn,0
18.8,57,11.9,1025.5,Spring,0
25.5,32,2.9,1020.4,Spring,0
22.8,59,30.4,985.8,Autumn,0
21.1,95,34.0,1012.1,Winter,0
25.3,87,1.9,998.4,Spring,0
24.9,32,22.7,1049.5,Summer,0
25.9,44,11.7,981.1,Summer,0
30.3,42,16.7,992.2,Autumn,0
16.8,49,23.5,1032.0,Spring,0
16.9,20,23.9,1022.0,Summer,0
18.3,42,14.5,1046.3,Spring,0
32.7,42,18.2,1000.1,Summer,0
27.0,94,26.5,1048.0,Summer,1
39.0,80,31.2,1020.3,Winter,1
34.1,99,3.8,985.6,Autumn,1
22.0,20,25.1,1039.4,Winter,0
25.0,69,21.9,1014.4,Winter,0
21.6,59,17.0,1049.3,Summer,1
11.4,86,33.2,987.2,Summer,0
35.5,52,9.8,1045.7,Summer,1
23.9,63,30.4,1024.2,Spring,0
38.9,65,12.8,1014.7,Spring,0
28.2,90,8.1,985.9,Autumn,0
26.0,61,34.7,1024.8,Summer,1
16.2,46,22.6,981.6,Winter,0
30.1,91,13.4,1030.3,Summer,1
19.0,67,17.0,1009.0,Autumn,1
27.1,66,19.7,988.5,Autumn,0
31.3,60,6.4,1011.4,Autumn,1
29.8,30,21.4,1023.0,Summer,0
31.7,21,29.1,999.5,Autumn,0
28.3,92,9.1,993.9,Spring,1
29.8,42,26.7,1010.4,Winter,0
33.4,28,31.7,1026.0,Winter,0
33.5,52,17.8,1045.3,Autumn,1
12.2,28,38.9,1015.7,Spring,0
31.4,44,33.2,1027.4,Spring,0
24.2,64,32.1,1040.9,Autumn,0
13.3,47,6.0,1001.6,Winter,0
27.4,46,0.6,1023.8,Winter,0
35.9,83,0.7,1031.7,Winter,1
12.6,92,38.6,998.1,Winter,0
32.0,60,11.4,1011.5,Winter,1
25.9,78,11.1,1043.7,Winter,0
31.0,70,38.0,1040.0,Autumn,0
23.8,78,28.2,1038.1,Summer,0
27.6,30,38.9,1047.6,Winter,0
10.4,86,27.6,1002.8,Spring,1
37.5,85,29.4,1038.1,Autumn,0
16.8,57,2.5,1045.2,Spring,0
23.3,36,23.3,1009.1,Summer,0
11.8,47,0.1,1039.9,Summer,0
17.4,46,13.6,1039.6,Summer,0
32.6,60,5.3,1006.9,Autumn,0
31.1,25,25.1,1039.8,Spring,0
25.2,36,39.3,986.2,Autumn,0
21.7,94,1.0,999.2,Autumn,1
21.5,85,19.9,1015.0,Summer,1
15.6,81,38.2,1018.6,Summer,0
24.3,56,0.5,1001.6,Summer,0
31.0,63,32.0,998.5,Spring,1
33.5,44,16.0,981.5,Summer,0
18.9,59,11.1,984.7,Summer,1
9.9,60,18.6,1018.1,Autumn,0
34.6,46,9.6,986.2,Autumn,0
31.2,80,18.4,990.1,Winter,0
32.7,55,15.8,1022.3,Spring,1
22.9,30,33.4,1048.5,Autumn,0
32.7,86,23.0,988.6,Spring,1
24.4,27,6.8,1008.7,Winter,0
34.8,34,11.8,990.2,Summer,0
20.2,71,29.6,993.6,Summer,0
19.0,68,39.3,1004.7,Autumn,0
23.2,51,2.2,1004.6,Autumn,1
23.3,64,16.9,1018.6,Spring,1
21.0,38,15.6,1011.0,Winter,0
30.9,73,25.4,1020.1,Summer,1
24.6,36,19.1,1002.7,Summer,0
12.3,77,20.0,1009.5,Summer,0
27.6,43,5.1,1019.3,Spring,0
33.7,74,15.5,1016.7,Winter,1
21.3,52,36.2,988.8,Autumn,1
12.1,61,14.6,985.3,Summer,0
20.3,30,23.0,984.3,Spring,0
18.1,53,36.0,1023.0,Spring,1
27.1,82,29.3,1024.5,Autumn,0
21.1,22,11.6,1042.8,Spring,0
27.2,45,30.3,1016.0,Spring,0
30.6,83,25.1,982.9,Winter,1
9.5,66,33.4,1014.8,Summer,1
22.9,44,35.0,995.4,Summer,0
40.1,51,11.4,1023.0,Summer,0
10.1,48,6.6,982.8,Summer,0
26.1,60,29.5,993.1,Spring,1
24.3,38,14.4,986.6,Summer,0
27.3,65,33.2,1003.0,Winter,1
21.7,48,14.7,1003.9,Winter,0
35.5,31,9.1,1014.8,Winter,0
20.9,73,39.0,997.8,Autumn,1
33.6,47,0.7,1023.0,Autumn,0
24.4,81,30.0,1040.6,Autumn,0
27.6,53,27.7,1038.6,Winter,1
26.3,43,31.8,1025.5,Winter,0
17.1,20,29.7,1000.5,Autumn,0
21.5,58,12.3,1027.1,Winter,0
28.4,39,16.3,1027.5,Summer,0
17.2,73,25.5,991.1,Autumn,0
37.1,32,38.4,1046.2,Summer,0
29.8,71,10.9,995.7,Spring,0
13.9,63,23.4,983.1,Winter,0
26.6,87,36.1,1006.5,Autumn,0
36.1,28,36.5,988.2,Spring,0
21.6,46,22.5,983.1,Spring,0
24.1,81,28.3,987.0,Autumn,0
29.7,31,21.1,1003.4,Autumn,0
33.9,79,9.5,1029.5,Autumn,1
17.1,49,16.6,1043.0,Winter,0
28.5,22,38.2,1029.1,Summer,0
31.9,35,2.3,1011.0,Spring,0
14.0,36,5.8,1034.0,Autumn,0
24.2,58,2.0,1045.2,Summer,1
45.3,81,0.0,1009.1,Autumn,0
31.9,41,1.4,1013.3,Summer,0
22.0,91,26.1,1047.2,Spring,1
17.1,70,23.3,985.3,Summer,1
23.8,78,29.9,1007.8,Autumn,1
23.9,98,12.9,1029.3,Autumn,0
23.0,65,35.9,1010.8,Summer,1
16.6,77,26.5,981.5,Spring,1
27.6,42,19.5,983.3,Winter,0
24.9,74,34.0,1013.3,Autumn,1
30.2,66,17.4,984.9,Winter,0
14.9,60,19.0,1043.5,Autumn,1
20.3,31,27.8,1038.3,Spring,0
28.3,93,12.6,1018.0,Winter,1
23.0,45,2.6,1010.1,Spring,0
21.9,42,22.0,984.2,Summer,0
22.5,34,15.7,981.7,Spring,0
24.5,27,9.6,1032.8,Summer,0
29.2,41,36.0,1010.5,Spring,0
33.7,77,32.6,1036.4,Summer,1
25.9,65,18.5,1009.4,Summer,1
29.7,68,1.5,1000.9,Autumn,0
27.6,26,21.8,1029.4,Summer,0
13.5,64,18.9,1045.2,Autumn,1
9.9,83,39.0,1018.4,Winter,0
25.4,32,5.4,987.4,Summer,0
28.5,35,4.5,1010.0,Summer,0
24.2,70,10.9,1049.0,Autumn,1
33.0,43,29.4,989.2,Spring,0
29.0,20,27.0,1008.3,Spring,0
32.6,35,10.1,981.2,Autumn,0
36.8,100,20.0,1015.8,Spring,0
19.5,90,11.5,1018.9,Summer,0
9.3,55,33.9,1043.8,Winter,1
14.9,64,28.3,1015.9,Autumn,1
24.2,95,21.5,1040.9,Summer,0
26.0,98,19.2,1029.2,Autumn,0
21.4,32,7.0,1008.1,Autumn,0
27.5,96,21.4,982.2,Autumn,0
23.0,40,21.6,1025.2,Autumn,0
27.3,42,11.2,1028.4,Spring,0
30.1,29,12.9,1015.4,Autumn,0
38.3,90,24.1,1019.7,Winter,1
15.2,52,20.5,993.4,Winter,0
11.1,77,4.7,1013.8,Winter,1
24.2,22,39.6,1032.6,Winter,0
26.7,54,35.2,1042.0,Spring,1
41.5,37,36.9,1002.6,Autumn,0
27.2,90,7.2,1023.0,Spring,1
