Voltage,Current,Temperature,Vibration,Fault
236.48,6.06,47.18,9.11,1
238.22,4.63,84.92,9.49,1
225.53,12.78,46.72,2.76,0
246.52,5.65,86.21,8.58,1
227.44,8.33,40.59,7.62,1
238.49,1.26,32.05,9.99,1
227.99,6.74,28.26,6.44,0
213.23,5.43,43.98,2.5,0
214.85,11.31,55.72,5.1,0
234.78,0.27,36.7,1.28,0
242.27,3.27,94.77,3.33,1
228.23,3.27,88.94,2.02,1
248.81,13.77,37.54,3.81,0
228.01,6.54,35.28,6.14,0
218.89,13.64,58.36,1.63,0
246.37,8.72,91.59,3.67,1
222.32,0.71,46.1,9.33,1
239.28,14.58,97.71,5.87,1
249.46,8.07,89.0,6.4,1
218.5,7.01,30.79,6.05,0
213.85,12.2,50.65,0.69,0
233.84,8.48,24.25,0.31,0
219.66,12.42,42.3,3.0,0
228.15,14.29,49.06,2.21,0
210.24,11.3,71.92,6.13,0
249.47,10.6,44.66,5.41,0
245.15,6.04,78.12,4.12,0
242.68,2.34,98.82,5.75,1
245.17,1.23,92.2,6.84,1
245.57,8.74,57.85,9.76,1
230.7,1.69,31.44,1.12,0
230.88,12.35,46.14,4.68,0
249.15,1.8,68.91,4.01,0
233.98,6.48,78.18,7.95,1
245.31,5.44,53.51,0.87,0
241.68,13.83,61.21,3.25,0
235.15,7.44,43.54,1.09,0
249.99,3.81,61.16,8.83,1
244.5,14.77,90.37,2.55,1
231.98,10.55,54.44,0.6,0
223.26,12.53,67.78,1.67,0
231.16,10.54,73.02,5.9,0
241.16,0.55,21.24,4.15,0
234.96,10.97,34.87,6.96,0
241.61,7.13,98.47,4.71,1
227.33,3.06,73.91,8.15,1
243.86,8.16,90.09,0.83,1
237.07,8.5,82.0,6.94,1
239.63,10.47,84.3,1.98,1
248.66,4.58,77.77,3.47,0
243.34,2.36,29.37,7.82,1
222.37,11.33,94.3,9.9,1
239.53,6.83,97.73,3.24,1
216.17,9.91,37.35,4.97,0
221.69,3.29,40.68,0.96,0
213.78,10.28,32.96,2.18,0
242.06,12.59,20.3,2.48,0
225.44,9.86,28.61,9.19,1
212.49,12.88,54.21,9.29,1
221.09,3.93,53.35,0.19,0
224.27,11.74,98.47,1.01,1
214.43,9.38,62.19,5.23,0
236.66,2.0,54.55,2.78,0
215.38,1.77,22.65,9.27,1
234.43,10.28,24.17,2.39,0
216.34,11.7,60.69,9.05,1
239.5,13.59,32.46,6.23,0
218.66,12.61,44.1,2.57,0
247.02,13.63,44.36,4.85,0
247.67,4.19,45.94,6.25,0
239.13,1.88,43.73,0.95,0
224.03,12.36,50.18,5.75,0
230.75,13.2,37.31,3.47,0
237.64,14.84,80.92,1.44,1
217.48,13.19,55.32,6.39,0
224.26,6.47,67.38,8.32,1
225.01,10.4,47.88,3.39,0
237.86,10.4,55.81,3.62,0
220.14,8.32,49.34,9.99,1
218.12,1.37,56.07,1.45,0
211.38,12.76,96.73,8.41,1
248.06,2.46,74.62,5.99,0
241.08,7.57,61.85,0.74,0
247.17,2.12,36.08,1.5,0
214.99,12.08,66.98,9.25,1
210.48,8.74,79.43,0.68,0
212.89,14.82,79.29,7.8,1
231.2,13.53,83.81,4.79,1
246.26,8.56,93.11,4.4,1
217.27,8.93,53.31,3.96,0
211.17,8.41,87.59,1.57,1
210.34,9.52,74.87,8.97,1
221.69,10.0,33.68,1.66,0
235.99,9.35,59.79,7.95,1
231.83,9.34,38.91,8.74,1
225.54,5.7,49.61,4.95,0
232.68,3.4,79.9,9.4,1
217.33,13.83,23.49,3.7,0
225.79,13.63,93.49,9.33,1
239.06,1.45,51.27,1.6,0
226.0,7.35,83.57,6.52,1
215.66,12.22,29.74,6.14,0
228.9,13.84,43.53,6.13,0
234.52,1.7,24.34,3.85,0
220.59,1.72,88.64,0.99,1
249.26,2.81,30.35,1.38,0
237.34,13.53,23.45,6.88,0
247.14,10.75,23.73,3.87,0
236.51,6.32,54.62,8.97,1
226.61,14.43,99.74,9.47,1
214.37,1.01,60.12,9.47,1
233.25,13.94,71.41,0.09,0
239.33,8.75,78.25,7.33,1
235.92,12.84,42.9,9.09,1
230.05,3.42,86.5,8.5,1
234.48,9.6,26.71,7.6,1
238.63,0.56,25.36,5.04,0
249.07,2.04,59.64,8.28,1
218.09,3.4,47.85,0.55,0
236.54,4.59,76.13,2.48,0
213.22,4.07,22.89,6.45,0
236.96,9.47,49.55,6.39,0
224.75,3.71,86.58,0.01,1
242.47,13.48,49.93,6.42,0
213.2,8.15,22.28,8.41,1
236.84,9.07,56.73,0.16,0
223.63,2.15,89.73,1.16,1
238.98,0.47,54.99,0.06,0
240.18,1.77,47.94,0.4,0
211.34,11.17,24.56,1.91,0
239.29,12.27,96.59,1.93,1
230.17,5.66,72.86,5.23,0
218.51,6.38,61.36,3.66,0
239.84,0.26,29.09,4.27,0
217.06,8.82,27.74,2.64,0
221.61,3.12,40.1,5.78,0
249.39,7.4,95.14,3.86,1
237.36,9.71,74.88,0.48,0
243.6,13.29,94.19,8.75,1
219.02,10.75,90.49,4.81,1
230.45,2.06,64.07,9.69,1
221.95,14.22,98.63,6.5,1
247.46,1.6,36.52,5.07,0
213.86,6.78,35.71,6.38,0
249.15,9.09,58.57,3.13,0
244.15,13.51,83.02,8.72,1
237.02,12.8,63.05,5.96,0
234.17,11.2,69.78,2.86,0
228.38,5.78,31.46,8.26,1
227.11,9.19,44.57,9.8,1
221.5,5.37,82.49,3.65,1
227.77,11.74,61.84,0.21,0
248.81,14.92,30.48,3.56,0
227.75,8.3,81.3,9.11,1
217.98,1.13,46.13,0.54,0
245.06,9.83,64.48,8.1,1
210.33,10.91,49.22,8.33,1
234.54,13.12,67.48,4.73,0
215.1,7.54,35.8,3.56,0
216.27,8.56,64.59,9.79,1
242.23,10.79,58.23,9.44,1
245.35,0.66,85.47,2.48,1
243.64,3.02,33.37,5.21,0
243.89,5.4,54.37,6.42,0
211.91,8.21,25.83,8.86,1
249.43,8.11,27.78,0.11,0
227.25,4.07,22.97,1.18,0
238.48,1.31,90.22,8.83,1
213.13,11.82,77.71,1.49,0
211.9,4.91,58.63,6.86,0
221.25,4.38,71.06,0.09,0
236.74,12.85,75.11,7.84,1
247.96,7.53,38.95,0.84,0
237.9,7.41,25.78,4.29,0
245.74,12.17,49.21,7.94,1
220.71,3.52,77.32,2.18,0
233.89,5.26,43.56,5.77,0
217.61,11.68,46.28,9.25,1
215.33,11.06,68.79,6.95,0
231.59,0.45,50.21,5.03,0
239.12,8.16,79.65,7.48,1
248.27,12.51,35.73,5.04,0
211.05,10.89,94.45,0.25,1
236.02,8.51,37.16,2.14,0
240.19,13.98,70.39,4.7,0
231.78,13.69,27.98,0.04,0
212.52,1.15,91.85,1.85,1
234.59,4.85,65.71,6.59,0
246.87,4.71,51.19,4.33,0
226.98,6.67,94.97,3.42,1
219.46,6.93,98.21,8.59,1
241.12,8.26,25.82,9.12,1
244.66,13.16,32.44,9.66,1
221.42,10.45,25.74,5.84,0
230.62,12.93,40.86,1.92,0
218.08,11.68,82.8,9.08,1
238.42,1.17,34.04,7.33,1
242.48,13.0,22.41,4.05,0
218.5,3.48,76.42,5.21,0
248.85,1.29,54.25,9.71,1
225.71,6.85,36.35,8.01,1
217.11,10.92,28.38,8.55,1
240.23,8.78,82.08,5.65,1
242.56,1.65,43.61,0.2,0
245.66,9.53,94.14,9.77,1
222.75,2.75,61.63,7.59,1
221.25,12.74,78.41,8.26,1
238.37,7.48,42.76,9.15,1
216.19,2.41,61.51,1.92,0
233.25,6.8,99.5,1.63,1
226.82,12.44,42.65,1.67,0
234.44,1.45,23.23,2.18,0
221.41,3.66,77.0,8.87,1
214.6,2.69,36.06,3.13,0
227.75,13.88,80.65,0.51,1
219.4,12.79,60.19,4.34,0
222.35,7.14,58.29,0.45,0
247.62,7.87,42.63,4.74,0
228.53,7.89,46.39,4.27,0
221.17,2.99,54.69,5.79,0
243.09,1.86,67.81,8.35,1
241.92,3.75,36.06,1.99,0
223.93,9.01,20.71,7.56,1
221.56,0.39,65.8,2.64,0
246.72,2.78,87.73,0.78,1
225.99,5.92,49.29,6.56,0
216.88,9.16,63.61,5.68,0
211.12,0.41,95.51,7.17,1
244.22,14.35,78.21,8.77,1
246.79,2.04,69.66,7.8,1
224.09,4.53,32.7,7.57,1
222.96,0.98,67.02,6.82,0
246.35,10.51,41.08,8.05,1
222.19,14.17,70.98,9.27,1
233.05,2.65,32.74,3.87,0
210.63,10.36,37.09,6.69,0
219.71,1.46,25.11,6.98,0
249.32,3.79,22.68,7.22,1
231.38,1.14,33.75,8.99,1
212.16,5.34,34.98,1.66,0
216.5,12.44,71.03,4.09,0
227.07,1.14,75.19,7.63,1
239.78,13.04,67.06,0.5,0
249.97,7.62,87.51,1.76,1
215.33,1.78,48.76,9.81,1
242.73,14.06,84.53,1.05,1
221.5,8.41,29.16,0.46,0
210.88,10.7,26.22,3.3,0
218.11,10.14,98.36,0.73,1
215.86,13.28,47.74,9.96,1
227.97,6.49,45.71,8.27,1
232.18,7.97,94.08,9.07,1
212.52,7.97,23.61,8.38,1
219.99,14.78,58.19,8.9,1
238.01,12.04,77.66,3.93,0
211.18,2.86,35.5,6.69,0
233.46,1.12,27.98,2.52,0
231.29,14.24,49.52,3.54,0
229.24,12.42,38.46,1.55,0
244.65,13.66,39.25,4.0,0
224.9,7.11,79.27,7.72,1
220.75,11.77,67.0,1.66,0
228.56,10.1,85.4,7.28,1
247.13,9.93,49.9,2.87,0
222.82,2.37,94.51,3.97,1
210.28,1.93,46.29,6.64,0
237.68,14.77,85.66,1.07,1
228.4,13.71,84.2,7.94,1
229.2,0.23,52.92,3.58,0
222.18,7.23,55.82,3.41,0
228.07,10.94,90.26,6.67,1
213.0,11.56,81.46,7.87,1
212.36,9.98,51.21,3.99,0
247.15,5.49,94.07,9.38,1
228.53,5.12,80.48,7.27,1
229.19,14.7,94.04,3.08,1
238.46,7.59,74.87,6.8,0
234.4,11.69,87.23,8.36,1
223.22,3.22,39.74,2.87,0
210.21,1.06,54.62,0.32,0
236.16,2.79,76.79,2.47,0
236.92,10.95,79.74,0.54,0
222.74,2.61,88.01,7.34,1
223.36,6.0,63.73,9.47,1
213.99,5.67,65.7,2.44,0
218.49,12.13,48.63,0.9,0
243.41,4.09,65.79,3.7,0
219.27,7.98,68.1,6.29,0
246.55,10.77,32.94,5.28,0
232.04,0.99,52.37,0.52,0
210.8,13.79,86.77,9.79,1
226.34,5.04,77.44,7.43,1
212.42,7.35,91.14,1.79,1
228.17,11.26,28.65,3.13,0
233.0,6.35,74.73,2.05,0
211.87,13.91,60.26,3.23,0
229.52,14.72,90.35,7.87,1
222.65,4.7,62.16,2.93,0
219.3,1.98,53.96,9.37,1
226.78,11.28,52.32,7.22,1
225.47,10.25,98.27,3.15,1
241.85,11.64,23.06,1.07,0
222.5,13.4,53.5,6.36,0
240.28,14.38,70.39,6.35,0
240.25,6.0,68.13,3.63,0
244.88,1.38,30.56,5.74,0
222.08,10.83,54.25,4.25,0
232.63,12.55,41.29,2.59,0
216.53,9.91,61.55,4.35,0
220.54,3.79,43.79,7.59,1
220.54,5.39,21.98,1.57,0
248.16,11.54,23.56,5.47,0
214.41,9.56,71.33,2.2,0
230.34,14.67,74.49,5.26,0
238.16,10.13,37.58,3.73,0
233.34,10.1,91.19,2.53,1
239.79,11.06,99.59,4.55,1
226.88,4.54,64.82,2.8,0
224.89,6.44,44.05,6.66,0
248.59,9.11,42.55,1.21,0
217.73,5.32,48.48,3.57,0
238.26,10.14,27.47,3.42,0
230.3,5.68,57.72,2.76,0
241.05,8.27,79.24,1.35,0
226.67,2.75,50.66,8.89,1
248.56,5.28,70.8,4.55,0
238.7,8.5,70.96,9.67,1
241.93,10.04,45.35,8.75,1
243.08,1.23,31.58,1.73,0
222.7,8.08,71.91,7.18,1
240.9,4.01,85.57,5.73,1
212.33,1.76,44.34,1.35,0
232.64,14.52,82.5,9.05,1
219.32,14.29,59.36,1.61,0
243.74,5.2,49.64,8.52,1
212.32,8.11,61.24,3.76,0
217.97,0.26,38.33,3.12,0
245.66,12.23,38.27,2.36,0
246.34,0.38,35.26,9.13,1
213.23,10.75,43.84,8.4,1
211.86,8.84,76.2,3.41,0
233.76,3.39,26.62,6.11,0
234.25,0.01,65.75,2.17,0
234.58,12.11,21.55,0.48,0
231.12,0.96,46.39,0.46,0
233.52,6.14,90.89,7.39,1
220.61,10.08,30.47,2.3,0
219.21,13.41,38.6,5.05,0
233.39,6.85,25.17,7.01,1
238.2,9.03,95.32,9.37,1
239.6,4.97,83.75,0.04,1
210.29,1.51,30.21,5.34,0
245.54,6.78,63.52,5.98,0
222.36,14.56,96.56,0.58,1
216.85,6.98,37.88,0.59,0
214.35,6.39,90.28,8.4,1
242.53,13.22,87.67,5.54,1
226.76,3.68,80.58,9.61,1
210.47,3.69,90.16,9.61,1
213.48,10.55,89.48,1.18,1
233.53,1.68,90.47,4.22,1
223.92,0.87,20.15,5.94,0
224.24,14.35,92.08,7.86,1
219.06,14.6,52.25,1.51,0
249.57,2.23,95.83,2.74,1
232.91,2.72,37.17,6.33,0
212.97,9.84,47.88,6.37,0
245.9,13.84,90.54,3.72,1
231.24,14.22,80.58,9.67,1
218.64,8.07,78.62,0.9,0
247.57,9.45,21.65,7.99,1
217.25,13.61,47.45,4.27,0
216.35,9.1,48.42,4.83,0
237.23,3.33,57.02,9.66,1
233.97,1.57,55.27,3.23,0
233.38,5.33,99.48,7.98,1
221.23,2.95,59.21,0.16,0
246.17,5.63,25.31,4.02,0
234.81,7.67,85.31,0.23,1
234.25,13.81,23.31,5.78,0
229.75,8.71,25.9,0.23,0
241.38,8.07,81.05,4.53,1
211.48,12.97,57.05,1.45,0
215.42,8.91,45.73,0.92,0
226.41,8.67,44.5,9.8,1
211.73,9.95,92.09,8.89,1
238.1,5.79,40.58,3.86,0
244.15,11.99,30.2,5.43,0
219.0,1.37,80.35,1.35,1
242.5,9.55,78.57,9.07,1
221.62,4.77,40.22,4.78,0
230.36,11.86,46.42,7.84,1
215.57,13.55,41.6,8.92,1
219.5,7.19,53.36,1.78,0
212.84,2.9,96.23,5.98,1
222.16,3.43,21.85,4.28,0
219.6,7.38,89.3,5.02,1
248.39,1.09,48.6,6.95,0
241.92,4.83,80.07,9.12,1
217.07,4.58,36.54,4.52,0
244.29,13.74,78.98,7.3,1
221.25,3.17,34.47,7.77,1
248.6,13.87,54.04,4.57,0
233.99,8.84,53.55,3.77,0
232.57,9.97,39.84,3.72,0
233.58,11.2,36.37,4.24,0
232.24,7.92,34.68,0.54,0
228.24,2.06,68.92,3.78,0
215.23,6.89,85.93,8.54,1
229.27,2.9,26.36,7.81,1
245.15,7.73,32.98,3.39,0
231.02,4.87,32.87,7.83,1
215.85,11.58,62.57,7.73,1
211.7,7.45,73.96,8.55,1
214.27,13.56,33.99,3.31,0
233.61,3.0,45.11,5.03,0
249.83,13.93,26.79,7.52,1
238.23,13.97,95.64,8.59,1
244.7,4.89,53.27,1.1,0
227.45,14.17,56.87,6.13,0
216.25,2.44,81.48,8.95,1
220.7,5.86,71.89,5.85,0
217.46,2.46,86.15,6.15,1
210.46,4.29,84.82,3.1,1
213.38,6.44,56.94,9.01,1
213.12,3.19,33.24,7.14,1
245.92,14.32,40.33,2.02,0
224.89,14.45,44.91,7.44,1
244.16,1.77,57.71,3.53,0
238.37,5.83,61.01,8.01,1
218.03,7.52,89.03,2.72,1
240.48,1.67,34.11,6.03,0
230.15,13.76,41.61,7.05,1
247.71,11.3,42.67,1.56,0
244.87,3.43,87.41,5.63,1
224.18,11.46,97.43,1.03,1
239.68,3.19,32.26,7.35,1
231.05,1.77,82.73,0.16,1
232.23,9.72,35.69,9.69,1
241.78,8.02,61.51,2.37,0
234.31,12.75,41.7,2.13,0
210.1,5.69,63.5,0.16,0
227.3,10.37,35.21,2.64,0
213.23,11.08,79.78,5.53,0
213.58,9.33,56.56,1.57,0
245.7,5.71,86.8,1.72,1
213.59,12.33,56.18,7.41,1
222.44,2.04,94.17,9.88,1
240.54,9.08,81.85,4.39,1
231.59,1.22,62.78,8.28,1
239.84,1.3,23.1,9.36,1
222.66,11.86,45.64,4.58,0
231.63,2.92,50.22,9.04,1
213.86,12.64,60.91,8.79,1
234.96,9.16,46.1,9.34,1
212.56,14.11,76.86,5.22,0
225.89,0.07,83.1,3.89,1
243.72,13.23,45.98,0.63,0
243.8,12.18,75.77,6.49,0
213.88,11.03,42.62,3.5,0
247.29,4.58,64.92,2.53,0
240.57,6.74,28.8,7.17,1
223.8,5.57,28.61,7.45,1
240.55,9.2,46.1,9.03,1
212.48,3.36,53.01,0.34,0
228.09,6.11,28.82,3.86,0
215.44,8.77,20.96,4.41,0
210.16,14.75,27.05,0.5,0
228.27,8.92,24.51,1.89,0
237.31,12.55,43.8,7.91,1
214.39,7.34,58.43,6.63,0
220.31,14.21,97.25,5.11,1
221.52,9.36,40.57,5.79,0
227.99,9.33,92.1,6.8,1
245.5,6.94,22.04,0.77,0
231.37,5.11,96.34,8.0,1
221.8,3.61,84.96,7.78,1
216.39,5.75,86.16,6.8,1
219.69,2.58,93.69,6.37,1
217.25,9.69,73.33,4.93,0
227.05,6.54,94.88,4.75,1
225.1,13.94,50.96,4.96,0
218.17,14.46,50.99,7.77,1
223.62,1.3,71.57,1.35,0
237.9,4.17,32.08,3.63,0
215.04,11.81,68.02,6.25,0
241.71,1.47,64.76,3.35,0
211.15,0.48,82.66,0.19,1
217.84,0.76,27.05,7.41,1
246.32,1.04,35.87,4.63,0
229.74,13.91,41.37,2.53,0
243.66,3.36,36.07,2.21,0
245.36,7.03,66.39,9.91,1
216.21,6.28,76.93,4.78,0
229.15,11.83,43.23,3.14,0
247.28,6.62,36.94,2.91,0
210.59,2.4,22.29,3.49,0
248.22,2.76,58.71,4.29,0
240.74,13.39,86.19,9.22,1
231.07,11.24,39.49,2.33,0
229.65,13.9,84.51,7.56,1
222.97,12.35,66.05,6.2,0
231.76,12.17,88.77,9.55,1
227.09,9.57,31.21,6.51,0
225.19,4.14,34.18,5.71,0
238.49,6.34,23.11,5.3,0
216.25,5.44,24.92,0.97,0
210.34,14.3,30.24,4.38,0
241.17,5.19,85.69,5.95,1
214.62,9.6,38.96,7.59,1
216.19,4.45,52.98,3.73,0
231.24,12.6,46.37,4.95,0
230.93,13.12,88.77,4.41,1
225.98,9.9,53.49,5.63,0
235.45,8.2,48.47,9.34,1
244.63,0.69,34.51,3.55,0
231.21,1.92,52.32,6.97,0
226.44,7.66,86.94,5.82,1
211.6,2.29,97.88,1.76,1
238.6,0.19,43.24,1.82,0
246.51,6.72,28.51,3.79,0
245.82,4.58,68.69,4.03,0
246.34,2.83,66.85,7.91,1
210.75,12.18,71.37,7.17,1
224.47,12.2,83.87,6.42,1
246.71,14.84,48.93,8.81,1
241.93,8.42,33.37,4.48,0
215.07,10.23,51.99,4.44,0
221.26,6.49,72.75,6.45,0
231.84,14.39,95.23,0.63,1
245.33,12.42,56.09,4.5,0
224.85,2.91,76.35,0.34,0
239.38,3.9,64.77,6.11,0
231.87,13.23,60.77,1.88,0
237.04,8.19,76.56,3.56,0
215.45,11.25,21.13,3.63,0
245.78,4.38,82.37,2.64,1
226.55,11.99,53.6,5.72,0
211.14,6.49,28.1,8.16,1
243.28,6.27,65.05,5.2,0
217.9,0.73,52.85,0.24,0
243.91,1.3,91.76,8.75,1
234.65,12.51,99.36,5.57,1
234.67,13.05,86.16,3.34,1
219.68,11.56,61.74,2.41,0
235.53,0.47,43.91,9.16,1
222.79,1.71,25.59,7.01,1
221.66,11.74,23.91,5.67,0
217.92,10.18,85.67,7.4,1
241.35,12.14,56.5,4.21,0
221.67,4.35,39.02,5.55,0
210.18,7.32,83.56,5.98,1
234.96,14.56,98.24,5.64,1
232.5,11.74,37.53,2.25,0
211.88,3.03,30.34,8.04,1
235.79,14.03,68.53,6.65,0
223.81,7.11,86.31,1.17,1
211.62,7.82,28.81,1.25,0
226.51,4.48,42.75,3.02,0
242.57,9.17,50.88,4.58,0
224.29,11.39,22.7,8.34,1
249.38,0.64,24.67,4.24,0
220.13,0.61,69.28,5.21,0
242.48,3.93,30.88,3.18,0
249.56,11.34,60.41,9.94,1
226.47,2.4,60.54,0.85,0
225.08,4.78,79.3,0.97,0
234.99,6.74,40.42,9.58,1
245.72,12.41,47.62,3.17,0
245.45,3.69,37.42,8.38,1
249.01,3.62,98.21,3.36,1
211.62,13.13,49.95,4.81,0
244.33,5.97,33.5,2.14,0
248.32,0.94,98.99,0.94,1
233.34,10.73,95.48,1.37,1
211.82,4.94,86.6,3.7,1
233.17,3.57,26.66,9.29,1
229.96,12.89,37.68,5.75,0
212.97,5.13,39.33,3.75,0
213.13,14.82,91.16,5.74,1
228.76,4.06,67.45,4.05,0
215.47,12.33,58.19,2.63,0
226.76,10.64,41.86,2.5,0
239.16,8.74,32.35,7.36,1
245.86,13.08,88.07,7.78,1
231.12,11.32,96.48,2.71,1
213.05,0.78,48.92,2.97,0
226.42,11.53,27.98,1.04,0
213.2,4.51,51.37,6.93,0
230.6,12.64,24.36,6.27,0
211.26,8.36,93.4,9.32,1
232.61,1.3,63.83,0.44,0
225.95,9.39,86.91,2.01,1
226.41,12.29,61.17,0.06,0
231.35,13.02,87.86,4.2,1
227.08,7.11,55.2,0.9,0
234.14,14.37,23.31,8.5,1
211.65,0.88,23.19,1.71,0
220.4,14.87,69.0,1.29,0
228.54,11.38,85.81,6.51,1
245.07,3.18,80.5,9.58,1
241.44,1.43,57.04,1.28,0
243.2,10.27,46.47,0.68,0
241.38,1.15,96.71,8.18,1
223.04,8.71,86.45,6.9,1
224.8,11.77,69.11,2.96,0
241.58,1.76,95.25,7.2,1
248.28,11.49,70.33,0.15,0
248.65,1.33,31.31,1.59,0
242.89,1.07,93.57,1.08,1
243.19,8.22,71.9,4.07,0
233.28,8.06,60.48,2.86,0
240.06,5.59,84.71,6.24,1
244.41,14.54,77.4,0.87,0
221.29,9.06,44.41,5.2,0
247.47,1.89,27.87,2.99,0
241.13,5.89,37.77,5.44,0
245.79,2.94,60.27,1.43,0
211.94,8.56,28.08,8.87,1
248.02,14.4,73.37,0.17,0
230.03,5.11,85.73,4.53,1
215.79,11.22,85.74,0.04,1
222.81,13.33,66.72,1.63,0
210.66,14.72,67.97,1.88,0
228.36,3.31,26.47,6.9,0
220.4,7.83,44.47,7.28,1
217.19,14.64,93.88,8.62,1
239.26,7.11,82.02,8.11,1
239.17,4.89,97.42,8.42,1
214.86,1.32,68.89,8.76,1
246.13,3.39,60.74,1.54,0
238.44,13.1,79.19,4.92,0
240.04,0.06,32.94,4.9,0
241.37,7.49,22.39,0.16,0
225.96,2.34,99.44,0.43,1
227.47,7.9,90.46,5.25,1
233.75,0.67,49.89,0.27,0
233.54,2.27,59.97,9.7,1
213.91,0.45,80.65,0.16,1
241.74,9.9,71.87,0.4,0
213.39,0.3,32.74,6.96,0
215.16,8.68,63.13,5.45,0
239.67,14.03,27.07,7.65,1
240.74,0.27,39.71,8.09,1
230.13,8.84,45.85,7.01,1
241.18,4.89,85.82,2.62,1
223.23,8.37,40.98,5.72,0
244.13,0.05,85.56,1.55,1
248.19,12.59,30.12,5.34,0
237.31,14.81,92.8,8.85,1
239.79,3.33,93.58,3.78,1
243.22,6.44,56.88,1.67,0
238.03,7.71,71.83,2.15,0
215.83,7.61,65.38,4.59,0
231.18,9.24,80.55,0.64,1
231.55,2.03,61.69,0.03,0
244.72,10.78,78.96,3.94,0
220.38,3.11,49.51,4.66,0
245.62,0.03,81.75,5.95,1
245.87,14.52,33.9,3.57,0
223.97,10.27,61.97,6.65,0
228.98,3.97,26.88,9.32,1
220.26,0.23,82.83,3.54,1
239.39,10.78,39.75,4.18,0
216.99,9.67,81.03,5.54,1
239.51,1.96,42.52,8.73,1
221.38,1.1,29.09,2.17,0
247.36,12.48,57.92,4.17,0
217.5,12.25,72.8,8.96,1
218.22,7.74,37.02,5.87,0
228.99,5.09,63.11,9.28,1
227.55,9.8,53.53,8.31,1
214.55,12.34,98.09,9.28,1
212.53,3.93,33.75,2.78,0
246.29,12.98,20.95,3.99,0
232.3,14.47,74.24,9.96,1
221.76,9.36,55.89,7.05,1
232.24,7.85,25.27,3.28,0
235.5,3.98,77.48,7.71,1
239.4,10.67,24.34,8.54,1
218.59,14.61,97.75,2.66,1
225.4,14.19,90.42,6.82,1
217.82,10.55,20.37,2.22,0
245.18,14.09,78.32,7.06,1
242.25,5.14,36.95,2.76,0
238.33,13.59,58.02,4.13,0
223.53,14.58,82.5,6.95,1
210.5,1.61,87.17,8.04,1
222.79,5.84,99.38,7.32,1
218.65,3.16,71.23,2.88,0
228.57,9.21,43.44,3.35,0
223.86,3.68,37.62,7.36,1
214.38,9.31,79.93,2.76,0
247.05,14.67,82.85,9.36,1
222.63,2.06,56.34,0.58,0
226.18,2.2,62.67,8.32,1
212.41,12.11,72.44,9.74,1
246.92,13.73,40.06,8.45,1
220.85,2.52,47.09,6.81,0
220.9,12.73,37.89,6.43,0
245.76,7.62,55.31,1.3,0
226.09,12.48,80.9,5.88,1
217.33,9.95,77.52,8.71,1
218.52,7.47,48.4,0.27,0
235.56,10.27,59.15,3.07,0
231.26,6.4,74.26,4.55,0
221.15,1.09,30.32,6.59,0
231.29,12.88,39.72,8.15,1
233.41,4.25,80.51,3.52,1
240.26,10.56,43.04,7.13,1
223.13,8.33,97.21,7.71,1
234.22,3.23,37.98,8.94,1
220.74,10.86,78.96,8.9,1
245.52,3.29,66.48,7.4,1
214.88,0.39,84.36,2.46,1
239.68,8.81,85.1,1.25,1
229.02,10.69,54.87,7.67,1
220.65,5.95,28.91,0.46,0
215.09,11.81,26.23,6.06,0
216.21,14.83,35.2,9.57,1
233.72,9.44,54.54,8.42,1
219.55,2.04,66.21,0.55,0
243.12,8.17,33.58,5.85,0
234.27,11.68,46.8,4.5,0
244.98,12.82,34.15,2.12,0
237.63,1.41,96.12,1.35,1
244.16,7.12,60.38,9.7,1
232.68,0.52,73.57,6.41,0
237.87,12.13,72.52,6.52,0
229.47,9.55,63.17,9.7,1
230.68,0.68,29.7,4.47,0
220.13,14.03,20.44,4.01,0
221.53,3.37,83.09,6.29,1
212.73,12.71,41.73,7.69,1
217.52,5.82,38.66,3.82,0
214.08,14.99,77.33,8.1,1
236.25,1.15,71.06,5.14,0
236.16,2.65,96.86,1.53,1
221.08,2.3,23.41,0.94,0
249.45,1.37,97.53,8.62,1
223.56,5.47,59.81,6.98,0
245.18,4.32,37.11,3.23,0
218.85,5.5,66.59,0.94,0
212.73,9.47,80.43,7.42,1
243.01,13.44,92.47,6.57,1
228.53,5.44,98.61,9.97,1
245.21,9.29,50.27,9.51,1
216.13,2.88,38.95,4.61,0
249.16,1.71,69.19,9.18,1
221.92,5.88,34.59,0.13,0
215.51,14.32,67.94,0.16,0
227.34,8.15,45.77,8.63,1
245.51,2.53,21.25,4.47,0
247.63,4.12,79.83,4.81,0
225.42,10.79,45.46,0.08,0
220.91,12.09,20.23,3.07,0
245.99,11.3,35.42,9.32,1
226.54,12.47,91.8,2.48,1
245.67,9.84,42.49,2.22,0
218.35,2.27,82.87,2.67,1
215.95,2.78,42.99,2.25,0
235.63,6.5,40.69,8.87,1
244.72,11.4,92.09,8.21,1
238.04,2.68,28.65,4.2,0
228.58,11.12,92.96,9.59,1
245.62,11.49,54.44,6.32,0
248.3,4.31,72.68,9.97,1
249.02,12.1,63.96,8.81,1
223.21,7.87,57.85,7.1,1
236.17,1.57,60.29,1.68,0
235.19,5.22,26.39,5.09,0
212.31,2.99,61.13,4.58,0
211.51,10.55,89.19,2.26,1
248.55,12.18,94.26,3.67,1
217.43,0.15,39.23,3.32,0
220.35,6.78,35.16,6.76,0
