Area_sqft,Bedrooms,Bathrooms,City_Tier,Furnishing,Price
3513,1,1,2,Unfurnished,11073174.75
2726,3,1,2,Furnished,24689932.45
1401,2,1,3,Semi-Furnished,4376205.93
1426,4,2,1,Semi-Furnished,10524188.4
1835,3,3,1,Furnished,8981891.37
1431,4,4,2,Unfurnished,13099335.95
980,4,3,3,Furnished,3966746.15
4250,2,1,2,Unfurnished,34879971.2
3860,2,1,1,Furnished,25304703.92
4991,3,3,1,Unfurnished,24158177.1
675,4,1,2,Semi-Furnished,6201257.65
1610,4,2,2,Furnished,11714899.68
2436,2,3,1,Semi-Furnished,8365050.57
1195,3,1,1,Unfurnished,5410886.0
2358,1,2,2,Furnished,11735855.1
1632,5,1,2,Furnished,9304208.82
2731,5,4,1,Furnished,11596811.58
2707,1,1,2,Semi-Furnished,6159047.6
4815,2,4,2,Unfurnished,39765000.99
3888,5,4,1,Unfurnished,34697046.6
2504,2,2,1,Furnished,24129875.01
2282,5,1,3,Semi-Furnished,9861308.05
3398,1,4,1,Unfurnished,19912438.01
4624,4,3,1,Semi-Furnished,37024880.75
2069,2,4,2,Semi-Furnished,18534093.55
4971,5,4,1,Unfurnished,41617647.71
2601,4,4,1,Semi-Furnished,21087796.29
4674,5,4,1,Unfurnished,22102937.47
4146,4,1,1,Semi-Furnished,36733348.87
521,2,3,1,Semi-Furnished,4632040.21
1450,1,4,2,Furnished,8408863.23
812,2,2,2,Semi-Furnished,3485387.12
2504,3,3,1,Semi-Furnished,15500407.31
4823,5,1,2,Unfurnished,42362631.25
2415,4,4,2,Semi-Furnished,10838154.97
2202,2,1,3,Furnished,9599651.93
1405,3,4,2,Unfurnished,11343244.81
2717,3,1,1,Furnished,27017273.4
1444,1,2,1,Semi-Furnished,13914427.12
4693,4,4,3,Semi-Furnished,30720657.52
2098,4,2,1,Furnished,10199000.7
2483,3,3,1,Unfurnished,9674112.36
1748,2,2,2,Semi-Furnished,7769388.59
3992,1,4,3,Furnished,8405647.34
2510,3,3,2,Semi-Furnished,5041904.75
1909,3,1,1,Furnished,3875175.53
4598,3,1,3,Furnished,23957082.81
4166,2,2,1,Furnished,40816864.66
1841,1,1,2,Semi-Furnished,15787221.29
559,3,2,1,Furnished,1628100.36
2604,3,2,1,Furnished,17554359.81
4831,5,2,1,Unfurnished,20118148.03
2171,1,3,1,Furnished,7846347.2
2377,5,1,3,Semi-Furnished,12050016.59
4935,1,1,1,Unfurnished,44176043.82
2039,5,4,2,Furnished,16587666.04
3615,2,3,1,Unfurnished,19455455.03
888,3,2,2,Semi-Furnished,5583740.57
2907,5,4,1,Unfurnished,10714898.92
4593,5,1,3,Furnished,40579763.81
2355,3,3,3,Furnished,19607257.5
2873,1,4,3,Unfurnished,24202704.79
2196,5,2,1,Furnished,5727526.89
4190,1,4,1,Furnished,28823974.37
2248,1,4,1,Furnished,9301047.51
2713,1,3,2,Furnished,22591636.88
1911,4,2,1,Semi-Furnished,12961192.39
4826,3,4,3,Unfurnished,33650495.98
4566,2,1,3,Semi-Furnished,16044008.36
3474,2,2,3,Unfurnished,32020011.9
1692,5,4,2,Semi-Furnished,7209632.34
2491,4,4,3,Unfurnished,5286823.44
2151,3,3,1,Furnished,14468117.05
3215,1,4,3,Furnished,20588762.81
4272,5,3,2,Semi-Furnished,25989395.58
3837,2,2,1,Semi-Furnished,24767249.38
796,2,1,3,Furnished,3194336.0
1728,2,1,3,Semi-Furnished,9524557.93
4651,3,2,3,Semi-Furnished,18787978.42
1633,3,3,1,Furnished,3299874.39
4670,3,1,3,Furnished,42207222.99
2477,5,3,1,Furnished,8243040.02
4480,5,2,3,Unfurnished,13984941.33
2507,4,1,3,Unfurnished,8745800.74
3326,5,3,2,Furnished,28772464.74
569,3,2,1,Furnished,5294865.41
1302,5,3,2,Unfurnished,2881425.1
1172,2,3,1,Unfurnished,9493993.73
1588,5,1,2,Unfurnished,7394436.81
4820,1,2,1,Furnished,14473571.19
2799,3,1,2,Unfurnished,20161737.29
3892,4,4,2,Furnished,18405290.97
866,2,1,3,Furnished,1952654.16
3615,1,4,2,Furnished,16286974.5
1701,5,4,1,Unfurnished,7153170.16
4224,4,3,1,Semi-Furnished,15602750.18
1751,5,2,3,Semi-Furnished,17109120.95
3291,2,1,3,Furnished,23767127.65
1783,1,1,2,Semi-Furnished,15690450.12
1318,1,4,1,Unfurnished,3443951.79
4896,4,4,1,Semi-Furnished,27347583.92
1667,3,2,2,Semi-Furnished,16055040.42
4390,2,1,2,Furnished,42933091.34
2615,3,3,2,Furnished,19220993.94
4982,2,2,3,Semi-Furnished,40537340.4
3635,2,3,2,Unfurnished,15467683.38
2397,3,1,2,Furnished,16516088.09
527,2,3,1,Semi-Furnished,3313414.5
3878,1,4,2,Furnished,24800161.13
1414,4,4,1,Furnished,3069037.45
4527,4,3,2,Unfurnished,14176463.34
3467,3,2,2,Furnished,29577931.2
2064,2,1,3,Semi-Furnished,12609899.85
3062,4,1,2,Unfurnished,26363314.44
1730,5,1,1,Furnished,15679394.5
732,2,1,2,Semi-Furnished,6233568.54
3584,3,3,3,Furnished,18068772.87
4024,3,1,1,Furnished,12014144.56
3328,4,1,1,Semi-Furnished,21885968.57
2937,4,3,1,Unfurnished,8746965.51
4068,1,3,2,Semi-Furnished,35446031.21
3428,1,4,1,Unfurnished,13364871.69
1269,2,4,2,Semi-Furnished,12524482.89
941,1,2,3,Semi-Furnished,5710826.28
2325,4,2,2,Semi-Furnished,20392236.38
1943,1,1,2,Semi-Furnished,16976946.8
2897,5,1,1,Semi-Furnished,24968703.53
4803,5,3,3,Furnished,22170945.19
4708,5,4,2,Furnished,43407780.85
2647,2,4,1,Semi-Furnished,21609323.09
3046,2,4,1,Furnished,15570733.47
4552,3,4,1,Unfurnished,38716373.4
2153,5,1,1,Semi-Furnished,14719456.15
4522,4,3,3,Furnished,25043479.46
2981,4,4,2,Semi-Furnished,16744040.03
1079,5,3,3,Semi-Furnished,8307654.88
2134,5,4,1,Unfurnished,19930297.69
2511,4,2,2,Semi-Furnished,21404250.97
4650,1,1,1,Unfurnished,13613940.9
1125,5,3,2,Semi-Furnished,7339968.13
4974,1,4,3,Unfurnished,43045206.09
2908,1,3,3,Semi-Furnished,7883371.16
2433,1,4,2,Semi-Furnished,11632447.05
862,1,4,1,Unfurnished,2346431.7
1035,2,1,3,Unfurnished,7559093.0
2348,4,2,2,Semi-Furnished,7689401.95
4961,2,2,2,Semi-Furnished,14611582.59
1243,2,3,2,Furnished,5150218.9
1639,4,2,1,Unfurnished,5228970.78
588,3,1,1,Furnished,4506592.72
3802,3,1,3,Unfurnished,22551435.89
2236,3,1,2,Unfurnished,20815828.36
1541,1,2,2,Furnished,7517309.84
2754,5,4,2,Semi-Furnished,23989227.68
3517,2,3,3,Furnished,32063774.24
4870,2,1,3,Unfurnished,16732265.32
3650,4,2,2,Unfurnished,8339120.69
1746,3,2,2,Unfurnished,16150583.11
2443,4,1,3,Furnished,22864210.66
927,2,2,1,Semi-Furnished,9227649.3
4052,2,1,3,Furnished,10028793.98
1502,3,4,1,Unfurnished,5001098.65
4522,1,4,2,Semi-Furnished,44280496.46
1594,3,4,1,Unfurnished,6347846.86
3400,5,4,3,Furnished,30682801.75
1138,1,3,1,Semi-Furnished,10460078.86
602,4,1,1,Unfurnished,5057913.28
4887,2,1,3,Furnished,47668006.84
2916,3,2,3,Semi-Furnished,27827596.75
633,1,3,1,Furnished,5925720.56
926,4,2,3,Unfurnished,2689225.0
4582,1,2,2,Furnished,19419828.08
1456,1,3,2,Unfurnished,9888182.7
4496,5,2,3,Semi-Furnished,36143943.86
1046,5,1,2,Unfurnished,2864113.98
734,5,2,3,Semi-Furnished,5541039.1
658,5,1,3,Furnished,2107517.63
3441,4,1,3,Semi-Furnished,15619995.69
803,2,2,2,Furnished,4814262.08
1550,3,2,2,Unfurnished,5811589.38
4877,2,3,1,Semi-Furnished,48628527.65
1831,4,3,1,Unfurnished,9672453.38
2329,5,4,2,Furnished,15481565.63
1161,5,3,2,Furnished,6129644.4
2732,1,2,2,Semi-Furnished,10038840.0
4826,2,4,1,Semi-Furnished,28682751.19
941,3,2,3,Unfurnished,4675930.25
2319,4,1,1,Furnished,14773071.51
3919,3,1,1,Unfurnished,32932179.35
542,4,4,1,Furnished,4102896.81
1082,5,1,2,Unfurnished,8748812.65
2003,1,2,3,Furnished,4948180.52
3701,4,2,3,Semi-Furnished,10435967.68
4043,4,4,1,Semi-Furnished,34022628.75
1761,5,2,3,Semi-Furnished,16155771.77
3853,4,2,2,Furnished,20687199.89
3750,3,2,3,Unfurnished,32680369.61
2701,2,2,2,Semi-Furnished,13203040.48
3047,1,2,1,Semi-Furnished,28155462.94
3459,4,1,3,Semi-Furnished,9940313.76
1496,4,4,3,Unfurnished,7772682.48
1084,5,3,2,Furnished,9808515.76
1280,3,4,1,Furnished,9957683.28
4228,1,3,3,Furnished,35377945.0
1838,2,2,1,Semi-Furnished,8797494.27
4147,5,3,1,Unfurnished,40015376.06
1994,2,3,2,Furnished,19091638.19
3618,3,3,1,Unfurnished,26987758.22
4985,5,1,3,Furnished,15939789.18
2637,4,4,1,Furnished,13467688.57
650,5,2,2,Furnished,2079123.77
2674,5,1,2,Unfurnished,9740224.8
1255,2,1,2,Semi-Furnished,10431541.26
2890,5,4,2,Unfurnished,28289135.72
4966,4,2,2,Semi-Furnished,49196773.94
2772,4,1,1,Semi-Furnished,11056141.14
1511,5,1,3,Semi-Furnished,7414752.99
1061,2,2,2,Unfurnished,8561845.73
4840,4,3,1,Unfurnished,13856333.13
1246,2,3,2,Unfurnished,5356147.72
3875,1,1,2,Unfurnished,14634009.5
1213,4,4,1,Semi-Furnished,10685674.49
3740,2,3,1,Semi-Furnished,10276768.79
620,2,4,1,Semi-Furnished,4245776.17
2799,2,3,3,Semi-Furnished,7141740.8
1821,5,3,1,Unfurnished,9302422.78
3758,3,2,2,Furnished,23675459.87
2760,2,1,3,Unfurnished,8415367.1
1259,3,3,2,Unfurnished,12416871.97
2866,2,3,2,Semi-Furnished,7524808.64
4179,1,3,1,Semi-Furnished,11951531.87
682,2,3,3,Unfurnished,1662146.99
926,5,2,3,Furnished,3737615.17
815,5,3,2,Furnished,6400603.09
2455,2,2,1,Unfurnished,18827504.99
3701,2,4,1,Unfurnished,16424998.15
2486,3,1,2,Semi-Furnished,12697064.55
3609,3,2,2,Unfurnished,33055371.88
2167,3,3,1,Unfurnished,18537574.61
1959,2,4,3,Semi-Furnished,5314237.57
1187,5,4,1,Furnished,6790889.98
4238,3,1,3,Unfurnished,12233807.33
2096,4,2,2,Furnished,6022792.44
4793,4,1,3,Unfurnished,37494356.24
1862,5,3,1,Furnished,15598220.71
1425,5,3,3,Semi-Furnished,5011579.98
1015,2,2,1,Furnished,4331308.94
1547,5,2,2,Unfurnished,4589582.26
1423,3,3,1,Unfurnished,11064231.3
3529,5,1,3,Semi-Furnished,18448686.92
1047,1,1,3,Unfurnished,9795467.36
3258,2,3,3,Semi-Furnished,15640554.47
1231,4,1,1,Furnished,10283917.2
4063,1,3,3,Semi-Furnished,29370080.42
4709,2,2,3,Furnished,40665426.02
1786,5,4,3,Furnished,4844382.01
2675,3,3,1,Furnished,9689061.0
1460,1,3,1,Furnished,8819971.91
2232,5,3,3,Furnished,12111328.5
2206,3,1,3,Furnished,14546537.92
4837,1,4,1,Semi-Furnished,22553096.77
4096,2,2,2,Unfurnished,8271556.92
697,4,4,2,Semi-Furnished,6763234.57
2842,3,2,3,Semi-Furnished,10575344.11
2423,3,1,1,Unfurnished,21518130.08
2556,5,1,3,Semi-Furnished,14937137.33
4013,1,4,3,Furnished,38388130.48
3501,2,3,3,Furnished,9087562.29
4870,5,4,3,Semi-Furnished,31184061.82
3656,5,4,3,Semi-Furnished,27800563.49
624,5,2,1,Unfurnished,2482707.19
2848,2,4,3,Unfurnished,21068080.81
1744,5,4,3,Furnished,4125547.7
4391,2,1,1,Semi-Furnished,27105415.56
1038,2,1,2,Semi-Furnished,2367511.35
2493,1,1,1,Unfurnished,16871309.15
2547,3,1,3,Unfurnished,14772966.74
4950,2,3,2,Semi-Furnished,35972497.29
3898,5,1,1,Furnished,20790814.55
1967,5,3,3,Furnished,19586560.78
4307,5,4,1,Furnished,29172674.83
3617,4,3,3,Furnished,27508624.01
1819,5,2,2,Unfurnished,17601008.59
4529,2,2,1,Semi-Furnished,30886601.0
2276,2,2,3,Semi-Furnished,8283809.43
1507,3,4,1,Unfurnished,9581112.53
3550,5,4,3,Unfurnished,35387670.97
4944,5,3,3,Semi-Furnished,45879408.22
2233,3,4,1,Semi-Furnished,8245609.81
2896,4,3,1,Semi-Furnished,23135503.29
1780,5,2,2,Unfurnished,12175939.71
4391,2,2,1,Semi-Furnished,26695299.16
3567,5,3,1,Unfurnished,33809280.59
2876,1,3,3,Semi-Furnished,20882881.76
2244,1,1,1,Unfurnished,4853943.17
4721,2,1,2,Furnished,26345990.71
2636,4,1,2,Semi-Furnished,23383655.59
795,2,1,1,Semi-Furnished,6801943.13
2343,2,4,3,Semi-Furnished,15215780.06
2773,1,2,2,Unfurnished,6326554.21
1672,1,1,2,Furnished,3759857.53
4479,1,4,3,Unfurnished,12752143.29
3883,1,3,3,Semi-Furnished,15630737.16
1296,2,4,2,Unfurnished,7521576.77
3930,4,3,1,Unfurnished,11817178.4
1230,4,4,3,Furnished,3247888.42
1778,5,3,2,Unfurnished,5756805.79
4177,5,2,3,Semi-Furnished,29322162.75
890,5,4,1,Furnished,2820657.0
4449,3,1,2,Furnished,15153665.33
1090,4,2,1,Furnished,5264718.37
4814,4,2,3,Unfurnished,15179348.87
3592,3,3,1,Furnished,11071372.03
631,5,3,1,Unfurnished,1500668.19
1840,3,4,2,Semi-Furnished,17750568.8
4551,5,1,1,Unfurnished,29350886.75
804,1,1,2,Semi-Furnished,5217928.77
2876,3,2,3,Semi-Furnished,5941110.82
4092,4,2,2,Unfurnished,40057695.0
3184,1,3,2,Unfurnished,26937449.23
810,5,3,3,Semi-Furnished,5741109.49
684,2,2,3,Furnished,3469779.85
1545,3,3,3,Furnished,8752198.24
2993,3,1,1,Unfurnished,18131207.41
2692,2,4,3,Furnished,26851918.59
4774,1,2,3,Semi-Furnished,30633117.41
793,2,1,1,Semi-Furnished,4897074.48
1444,5,2,2,Unfurnished,6146355.85
4389,3,3,2,Furnished,29170055.93
4081,4,2,3,Furnished,18285929.36
3520,5,3,1,Semi-Furnished,9775277.8
2823,2,3,2,Semi-Furnished,27799788.72
4476,4,3,3,Unfurnished,17932396.86
720,1,1,2,Furnished,3680499.84
827,5,2,1,Semi-Furnished,3593625.4
3260,1,2,2,Furnished,13574208.17
3705,4,1,1,Semi-Furnished,16585747.21
1011,1,3,3,Unfurnished,9669240.96
882,3,2,3,Semi-Furnished,5750875.78
2375,4,1,3,Furnished,21774760.35
2242,2,3,1,Furnished,9897967.16
3368,5,3,3,Unfurnished,29567856.05
3855,3,2,2,Unfurnished,31622785.63
4336,1,2,1,Semi-Furnished,16491224.71
4734,3,2,1,Furnished,20473506.88
4971,1,2,2,Semi-Furnished,33944842.63
2427,3,3,1,Semi-Furnished,17794456.12
4223,4,1,3,Furnished,8706851.48
778,1,1,2,Unfurnished,5160745.3
4244,1,1,1,Semi-Furnished,41705775.22
1123,2,3,3,Semi-Furnished,6752836.03
2267,3,3,2,Unfurnished,12378995.54
1863,3,2,2,Semi-Furnished,9166935.79
2806,2,1,2,Unfurnished,25404708.17
2040,3,4,1,Unfurnished,8537570.65
2117,4,3,1,Semi-Furnished,15524563.77
1373,2,2,3,Unfurnished,2788082.9
2191,5,3,2,Furnished,5062810.73
1034,4,4,3,Semi-Furnished,8213232.69
1590,1,1,3,Semi-Furnished,12773992.39
4169,3,4,1,Furnished,28887390.78
4249,5,1,1,Semi-Furnished,26695881.16
3560,1,4,3,Semi-Furnished,17104146.57
3764,2,1,3,Furnished,20267310.29
3283,3,4,3,Unfurnished,25607279.31
4367,1,4,2,Semi-Furnished,33326078.87
2351,5,1,1,Unfurnished,12103368.6
4487,2,2,3,Unfurnished,16971833.06
814,2,1,3,Furnished,3700305.91
1117,1,3,2,Furnished,6995604.89
996,3,2,3,Unfurnished,8047481.72
3369,4,2,3,Unfurnished,31345559.69
2190,3,4,3,Furnished,13138526.89
3134,1,3,3,Unfurnished,6731941.1
3447,3,2,2,Unfurnished,30607150.52
2052,1,4,1,Unfurnished,7594415.52
1871,5,4,2,Furnished,11581965.98
4926,4,2,3,Semi-Furnished,46613242.48
1230,4,1,1,Furnished,5112177.83
1930,5,2,1,Unfurnished,19026732.48
1073,3,3,2,Unfurnished,2433493.33
1239,1,2,1,Semi-Furnished,7411678.66
3131,2,1,1,Furnished,7008901.91
3079,3,1,3,Semi-Furnished,9634118.81
2147,3,4,1,Unfurnished,15710191.47
4482,1,3,1,Furnished,15164224.36
4097,2,3,2,Furnished,35926857.01
4284,3,1,3,Semi-Furnished,32233070.72
4514,3,4,3,Furnished,41272023.76
638,2,4,2,Semi-Furnished,1759903.99
1585,5,4,1,Semi-Furnished,13961025.09
505,2,2,3,Unfurnished,1711581.47
4723,4,1,2,Semi-Furnished,31661714.2
2881,2,4,2,Unfurnished,26911439.52
3922,4,1,1,Furnished,25675448.48
4021,1,3,3,Unfurnished,28729789.33
4530,4,1,3,Unfurnished,44585965.7
4185,1,2,3,Semi-Furnished,41409177.03
1048,1,3,2,Unfurnished,2779538.85
4016,5,3,3,Unfurnished,16808243.03
2490,1,1,1,Semi-Furnished,24094686.0
2578,1,2,3,Unfurnished,19756768.37
4925,5,2,1,Unfurnished,48345874.37
4029,2,2,2,Unfurnished,26423622.35
689,2,4,1,Unfurnished,3514667.27
3104,5,4,1,Semi-Furnished,19636170.06
771,2,2,2,Furnished,4029013.13
4219,1,4,2,Semi-Furnished,11025903.37
3973,2,2,1,Semi-Furnished,26474894.11
1781,2,4,3,Furnished,9889260.14
917,5,4,3,Semi-Furnished,4952940.04
4317,2,2,3,Semi-Furnished,22548953.89
1260,3,1,2,Semi-Furnished,5866770.13
1397,3,4,2,Unfurnished,5896176.5
3814,4,1,3,Unfurnished,7748562.35
2762,4,2,1,Semi-Furnished,27136467.99
3243,5,1,3,Furnished,24547781.06
2713,3,1,3,Semi-Furnished,11758868.66
1109,3,4,2,Furnished,4856415.63
4472,4,2,1,Furnished,28504974.1
2084,2,2,3,Semi-Furnished,4590229.69
1385,5,1,1,Unfurnished,3244058.43
4069,5,3,1,Unfurnished,15787837.22
4232,3,2,1,Semi-Furnished,10969097.0
3876,3,4,1,Semi-Furnished,20869480.0
3557,1,4,3,Semi-Furnished,27313863.74
2152,1,3,3,Semi-Furnished,7450413.94
4743,1,1,2,Semi-Furnished,26018221.66
825,1,4,1,Furnished,5745383.44
2317,2,2,3,Furnished,16578829.58
537,4,1,1,Semi-Furnished,3259840.18
2899,2,4,2,Unfurnished,16862520.06
1666,3,3,3,Semi-Furnished,6902499.98
3079,2,4,2,Unfurnished,10180092.61
2554,5,1,1,Furnished,18399474.02
710,1,3,1,Semi-Furnished,3392535.97
3100,5,2,1,Semi-Furnished,23497116.77
2020,3,4,2,Semi-Furnished,12520480.89
3565,2,2,1,Semi-Furnished,28734950.93
4822,3,1,1,Furnished,44288135.75
4012,1,4,1,Semi-Furnished,34756647.82
2604,4,2,2,Furnished,22283515.19
2515,5,2,1,Semi-Furnished,21803192.27
2766,4,1,3,Unfurnished,21431558.26
2116,5,4,2,Furnished,10791815.12
4101,4,1,2,Unfurnished,40812356.98
1453,4,2,1,Semi-Furnished,14293029.4
1900,1,2,2,Semi-Furnished,17940438.6
1630,5,2,3,Furnished,14967918.16
3200,3,4,3,Unfurnished,10270834.25
2738,1,3,1,Unfurnished,18985288.09
3875,2,3,1,Furnished,22839992.49
630,4,2,3,Semi-Furnished,2221605.12
2244,2,1,1,Furnished,15036416.58
2535,2,2,2,Unfurnished,25278752.88
4153,3,3,2,Semi-Furnished,22891787.25
1221,2,2,2,Furnished,4113765.25
1242,1,4,2,Furnished,4742148.8
1139,3,3,1,Furnished,8463278.86
4422,3,1,3,Unfurnished,31999483.02
1872,3,4,2,Unfurnished,5148597.52
1003,5,1,2,Furnished,3023909.68
532,2,1,1,Furnished,1075998.96
3152,5,3,1,Semi-Furnished,8477843.87
3974,1,3,2,Semi-Furnished,25605525.08
1223,2,4,3,Unfurnished,4931523.75
4972,3,3,1,Unfurnished,49556247.67
3793,1,1,1,Semi-Furnished,10602824.22
540,4,4,3,Semi-Furnished,2217029.39
3381,3,2,1,Furnished,28127336.65
3071,4,2,3,Unfurnished,24667793.87
1766,4,1,1,Furnished,6194348.09
822,5,2,2,Semi-Furnished,3025991.07
4570,5,1,3,Furnished,15462370.04
2289,5,3,3,Semi-Furnished,10851751.99
3995,1,3,1,Furnished,25293098.02
3623,4,4,1,Furnished,26451186.06
3570,1,2,3,Unfurnished,31695796.9
1539,1,3,1,Semi-Furnished,3618206.43
2678,2,4,3,Furnished,17993909.62
4761,3,1,1,Furnished,25073650.88
1528,3,1,3,Furnished,6242969.53
4582,1,4,1,Unfurnished,45629367.15
2573,2,4,1,Semi-Furnished,19904463.62
3093,1,4,2,Furnished,28471681.95
3006,5,1,3,Semi-Furnished,9664269.65
2755,1,4,1,Semi-Furnished,20277902.59
4578,1,4,1,Unfurnished,33338721.66
4350,4,1,2,Semi-Furnished,32039813.98
3924,3,3,3,Furnished,33091276.93
2990,2,4,3,Unfurnished,19694485.11
1616,2,2,3,Unfurnished,8996715.04
1046,1,3,1,Furnished,4179466.69
3060,3,4,1,Furnished,27363644.52
2351,4,3,3,Unfurnished,11923696.34
3299,3,4,3,Semi-Furnished,19349260.26
1965,5,2,2,Unfurnished,15494323.74
3653,4,2,3,Unfurnished,33706771.33
2812,2,3,3,Semi-Furnished,14334012.71
3359,1,1,3,Semi-Furnished,16063452.96
3375,4,3,3,Unfurnished,20785881.12
1747,1,2,3,Furnished,14203221.3
615,5,3,2,Furnished,5153768.8
1243,5,4,1,Furnished,8798383.11
1266,2,3,1,Unfurnished,7998671.74
4975,4,2,1,Unfurnished,35409569.7
4477,3,3,3,Semi-Furnished,43621619.47
4263,3,2,3,Unfurnished,23239698.68
588,3,4,1,Unfurnished,1604800.43
3242,5,2,3,Semi-Furnished,28689359.57
604,2,3,3,Furnished,3089650.02
2946,1,2,1,Furnished,21002392.62
3571,1,2,1,Unfurnished,24079389.02
1486,5,2,1,Unfurnished,10998527.77
3418,4,2,3,Unfurnished,27570464.98
4739,5,3,2,Unfurnished,33084570.42
1306,2,4,3,Furnished,12085690.32
3659,1,2,3,Semi-Furnished,17799466.49
3679,4,3,2,Unfurnished,34929081.69
2508,1,2,1,Unfurnished,17056673.53
984,2,1,2,Unfurnished,7387590.62
2376,2,2,2,Furnished,19872077.99
4783,1,3,1,Furnished,42321628.79
4121,3,2,1,Furnished,22394805.25
1111,2,1,1,Unfurnished,10274026.46
4708,4,2,3,Unfurnished,30769299.19
4498,1,3,1,Furnished,11211504.16
2234,1,1,2,Unfurnished,16113252.84
3978,5,2,1,Semi-Furnished,11486884.14
4967,1,1,3,Furnished,16035342.88
2937,3,4,1,Semi-Furnished,13244824.8
1992,2,3,2,Furnished,9394230.65
4469,4,3,3,Semi-Furnished,13370366.46
1774,2,2,2,Furnished,12788620.4
2293,5,1,1,Furnished,19529234.21
3934,3,3,2,Unfurnished,31593228.35
3597,4,4,2,Unfurnished,21440517.26
4747,1,2,1,Furnished,42016067.73
4342,3,2,1,Semi-Furnished,38357305.69
914,2,4,3,Furnished,2711023.17
4658,5,4,3,Unfurnished,14218741.35
1461,4,3,1,Unfurnished,12353944.11
3803,4,4,2,Furnished,14603544.89
1041,5,3,1,Unfurnished,5755822.47
4145,2,2,1,Unfurnished,27132243.11
4621,2,1,3,Unfurnished,17530833.48
1742,2,3,1,Semi-Furnished,4204748.21
4155,3,2,2,Furnished,12594920.19
2702,5,4,3,Unfurnished,21140944.3
1113,5,2,2,Furnished,9717894.63
3945,5,2,1,Unfurnished,38928881.45
1530,5,3,3,Semi-Furnished,10538035.91
2180,3,2,3,Unfurnished,8538333.36
3420,1,2,2,Unfurnished,8786790.01
784,3,4,1,Furnished,7215860.37
1679,2,3,3,Furnished,6117372.86
1926,3,2,3,Furnished,8983948.08
4578,1,2,1,Unfurnished,32048156.28
1667,2,2,2,Furnished,13418325.14
1603,4,3,2,Semi-Furnished,13487612.89
3832,2,3,2,Furnished,34595126.5
4104,4,4,3,Semi-Furnished,28659413.94
2563,5,1,2,Semi-Furnished,17353898.95
1118,5,1,2,Semi-Furnished,8127068.66
4095,2,2,2,Furnished,20458388.66
4072,2,2,2,Unfurnished,12724449.03
2740,1,2,3,Unfurnished,23172938.17
2510,1,1,1,Furnished,22963722.64
732,4,4,1,Furnished,7145061.14
4270,5,1,3,Unfurnished,34903132.76
3003,3,3,2,Semi-Furnished,22573393.99
2955,5,2,2,Unfurnished,11633288.84
2933,4,2,1,Furnished,8834314.52
4457,2,1,1,Semi-Furnished,37579064.37
3791,3,3,2,Unfurnished,7640657.49
1396,4,1,2,Semi-Furnished,13494369.67
4498,5,3,2,Semi-Furnished,9098063.35
4785,4,3,3,Furnished,39572709.14
3538,2,4,3,Furnished,25829813.28
4045,4,1,1,Unfurnished,20067474.45
1556,5,2,2,Semi-Furnished,5863942.48
1973,1,2,3,Semi-Furnished,7441076.17
3592,5,3,1,Unfurnished,12030014.92
3903,1,4,3,Furnished,24800117.12
1589,4,2,1,Unfurnished,12766900.74
1283,3,2,2,Unfurnished,6631652.27
896,2,2,1,Furnished,7129990.31
4192,3,1,3,Unfurnished,25906528.3
2508,1,3,3,Furnished,10813575.44
1886,5,4,1,Furnished,4979948.41
1774,5,2,2,Unfurnished,10006880.79
4147,5,2,3,Unfurnished,16684176.81
1019,4,4,2,Semi-Furnished,2638442.4
4583,5,4,2,Semi-Furnished,32992894.67
4824,4,1,1,Semi-Furnished,17739091.46
4147,1,1,2,Furnished,37934616.43
2655,3,2,3,Furnished,13947384.55
3409,4,3,2,Unfurnished,16734395.8
1117,5,3,3,Furnished,4039555.45
1873,5,2,1,Unfurnished,14821001.81
1565,5,3,1,Semi-Furnished,15558744.99
4155,3,2,1,Unfurnished,25675112.47
3340,1,3,2,Semi-Furnished,12420725.63
2722,2,1,2,Unfurnished,20432636.25
3724,5,3,1,Semi-Furnished,12484440.52
915,2,2,2,Furnished,4979099.33
2625,3,4,2,Unfurnished,25225803.9
1670,4,4,2,Furnished,10330545.66
2681,5,1,2,Semi-Furnished,20165146.46
4350,5,2,3,Unfurnished,9534277.42
4382,1,2,1,Furnished,40216962.03
1702,2,1,1,Unfurnished,16362565.26
1483,4,2,1,Unfurnished,3289082.55
612,2,3,2,Furnished,1323091.55
2717,4,4,3,Semi-Furnished,8170066.33
2819,2,3,1,Furnished,25400102.14
4880,1,1,3,Furnished,23065633.23
4411,2,3,3,Furnished,24957765.05
782,2,1,2,Unfurnished,4987476.86
1865,3,3,2,Semi-Furnished,12242000.2
1344,2,2,1,Furnished,10074127.09
610,1,4,2,Furnished,5556549.5
1644,5,4,3,Semi-Furnished,5672636.68
2469,2,3,1,Semi-Furnished,9565266.53
4567,3,4,1,Semi-Furnished,26801332.94
2661,4,1,2,Furnished,14691496.34
1677,2,2,3,Semi-Furnished,15142529.51
2729,5,4,2,Furnished,21705679.41
859,1,2,1,Semi-Furnished,2489232.75
1816,1,1,1,Semi-Furnished,12721906.71
3889,3,3,2,Semi-Furnished,34592622.67
3725,4,1,2,Semi-Furnished,14377320.41
3137,2,4,1,Furnished,24310982.94
2283,4,1,1,Unfurnished,8865913.52
1128,2,1,1,Semi-Furnished,6320035.78
4700,1,2,2,Semi-Furnished,21775334.8
