Study_Hours,Attendance,Sleep_Hours,Internet_Use_Hrs,Grade
5.9,63,6.1,3.6,B
7.9,55,5.1,3.0,B
7.9,96,5.7,0.6,A
8.7,75,5.8,1.3,B
1.8,63,4.6,1.7,C
7.2,64,6.3,0.5,B
1.5,50,4.0,1.4,C
5.5,69,4.1,3.1,B
2.7,95,7.6,4.2,C
0.5,85,6.7,2.5,C
9.0,99,8.8,3.3,A
3.0,83,7.1,0.0,C
5.9,89,5.2,0.6,B
5.2,73,7.6,1.7,B
1.5,67,5.4,3.8,C
4.1,86,6.3,2.3,C
3.8,62,7.6,4.2,C
1.3,55,4.7,0.1,C
2.7,76,5.6,0.4,C
6.3,51,8.4,0.3,B
2.0,84,4.8,0.2,C
5.3,56,8.2,4.2,B
6.1,72,8.9,4.9,B
8.9,80,8.1,4.2,B
7.2,78,6.9,0.9,B
3.5,92,5.2,0.7,C
8.6,84,8.3,2.1,A
9.6,69,4.9,1.2,B
2.5,70,6.1,3.3,C
9.2,74,5.3,3.4,B
7.8,92,4.6,1.1,A
4.5,80,8.2,2.4,C
2.8,61,5.5,0.7,C
6.5,53,4.5,0.5,B
1.5,67,8.1,0.2,C
6.6,61,8.2,1.6,B
5.9,66,4.5,3.6,B
4.4,87,7.2,4.6,C
2.9,93,4.7,3.6,C
8.1,89,5.9,2.2,A
3.5,59,8.5,4.0,C
9.7,84,7.6,2.0,A
4.2,76,5.1,2.2,C
7.3,92,4.1,1.6,A
4.4,83,4.2,2.5,C
0.7,50,5.9,1.5,C
6.9,81,5.7,3.8,B
1.3,89,8.1,4.2,C
5.4,87,5.3,1.1,B
4.3,64,4.6,4.3,C
2.7,99,6.6,1.0,C
3.6,85,5.0,2.0,C
9.8,56,8.2,4.0,B
5.0,97,5.6,0.9,C
9.4,51,7.1,4.8,B
7.1,71,8.3,4.3,B
5.0,94,5.2,5.0,C
5.3,97,7.4,4.7,B
6.7,65,8.2,3.3,B
9.3,58,6.7,1.8,B
9.7,68,8.0,2.7,B
0.4,78,6.5,3.1,C
4.6,58,5.5,1.8,C
0.1,93,5.6,1.8,C
8.0,56,8.7,0.1,B
9.5,52,5.2,4.6,B
8.8,67,5.4,4.2,B
4.4,77,5.7,0.3,C
5.7,84,6.7,4.2,B
5.1,84,7.7,2.4,B
5.5,81,4.1,0.4,B
9.8,56,8.0,1.8,B
3.1,79,6.8,1.6,C
9.0,82,7.8,0.0,A
6.2,92,7.2,4.0,B
6.4,59,6.1,5.0,B
4.6,56,4.4,1.4,C
9.7,74,7.9,0.3,B
6.2,63,6.9,2.8,B
8.4,51,6.4,1.8,B
7.8,79,8.7,1.1,B
9.4,58,8.7,3.7,B
5.9,97,4.8,4.4,B
9.2,50,5.7,3.4,B
1.4,76,8.2,0.1,C
2.4,76,4.7,2.9,C
2.7,67,8.4,0.7,C
4.4,60,5.2,3.0,C
3.3,60,5.2,1.6,C
9.8,88,8.5,2.7,A
7.4,87,5.7,3.3,A
8.2,84,4.9,0.3,A
8.1,78,6.2,4.8,B
1.0,77,8.8,4.2,C
2.3,50,6.4,0.1,C
8.5,78,7.9,2.7,B
3.5,50,7.6,3.7,C
7.5,54,5.1,4.4,B
3.3,72,7.7,4.4,C
1.7,74,4.6,2.5,C
3.8,59,4.3,4.3,C
1.0,75,7.8,1.8,C
4.6,99,5.3,3.7,C
4.8,69,6.2,2.3,C
2.2,72,7.3,1.5,C
2.9,85,6.6,1.9,C
6.6,73,5.3,1.1,B
2.9,55,4.9,3.1,C
5.4,88,5.9,0.9,B
9.1,87,7.0,1.3,A
2.7,92,7.8,0.0,C
1.6,83,6.6,1.8,C
7.9,73,6.9,0.5,B
8.1,50,7.1,0.9,B
2.8,54,8.9,1.2,C
9.8,51,5.3,3.7,B
2.1,79,4.4,1.1,C
5.0,94,7.0,3.2,C
2.4,58,8.9,4.1,C
1.0,75,8.2,1.6,C
4.1,53,4.7,1.1,C
9.2,72,5.1,2.9,B
8.3,92,8.0,1.2,A
0.3,65,5.3,3.0,C
3.9,56,8.0,2.3,C
6.1,67,6.4,1.5,B
5.5,77,8.8,2.3,B
1.8,65,4.1,1.3,C
0.2,76,4.1,5.0,C
4.2,83,6.5,1.7,C
4.6,98,8.1,2.1,C
8.2,85,5.2,4.6,A
8.0,86,5.0,4.1,A
2.4,74,7.0,4.6,C
4.6,51,6.2,3.6,C
9.8,84,7.5,4.5,A
1.9,95,7.6,2.0,C
3.0,59,6.4,1.4,C
9.9,87,5.0,2.9,A
9.3,62,6.9,0.9,B
9.5,91,5.5,1.1,A
3.6,53,6.0,2.4,C
2.8,69,4.8,0.3,C
5.3,51,5.8,3.4,B
3.5,57,8.1,0.7,C
9.5,76,6.4,3.8,B
1.3,75,7.7,0.6,C
7.3,82,4.9,1.0,A
0.1,57,7.1,1.8,C
4.2,70,7.7,3.2,C
9.5,97,6.1,1.4,A
1.7,74,7.5,4.7,C
7.8,94,8.8,2.0,A
2.4,92,5.0,1.9,C
3.7,55,8.4,3.8,C
8.5,84,4.8,4.6,A
5.2,88,6.5,2.3,B
2.3,80,6.6,1.1,C
1.1,70,8.8,2.9,C
2.5,72,5.5,1.2,C
8.8,77,7.5,3.5,B
8.3,76,6.5,2.9,B
2.7,77,7.2,4.6,C
4.9,88,7.0,4.1,C
0.3,70,4.1,1.0,C
3.9,84,6.8,5.0,C
8.9,56,7.8,2.9,B
0.3,91,8.9,0.5,C
2.7,66,8.8,3.3,C
8.9,74,8.2,3.4,B
8.8,81,6.2,0.1,A
0.1,70,8.6,2.5,C
7.7,83,4.0,0.9,A
1.7,87,5.0,2.8,C
2.6,82,5.7,3.2,C
3.0,88,4.9,4.9,C
1.7,92,4.4,1.1,C
4.5,78,7.8,1.5,C
5.8,59,7.2,4.0,B
8.7,80,8.9,2.4,B
3.0,52,5.0,5.0,C
2.3,96,4.5,0.8,C
8.3,76,8.1,2.3,B
1.8,71,5.7,4.4,C
3.8,60,4.7,2.8,C
7.7,91,6.2,2.0,A
2.4,90,5.7,1.4,C
9.0,68,8.0,2.7,B
5.7,82,4.9,2.8,B
8.1,95,5.1,4.9,A
4.9,65,4.3,3.1,C
6.1,85,5.0,0.7,B
7.5,58,5.5,2.2,B
9.6,81,5.1,1.5,A
0.9,52,6.1,2.0,C
8.9,54,7.3,3.6,B
5.2,85,6.2,2.6,B
9.7,87,8.2,4.7,A
5.9,58,5.7,3.6,B
5.9,64,5.8,1.5,B
6.0,76,9.0,4.4,B
9.6,70,6.5,0.2,B
6.4,64,7.6,4.9,B
9.3,85,5.8,1.0,A
5.2,82,5.3,0.6,B
7.8,90,6.1,3.6,A
6.4,51,6.9,2.4,B
2.2,100,7.6,5.0,C
9.3,70,4.4,0.2,B
2.5,67,4.8,0.5,C
5.6,80,4.3,1.6,B
9.9,65,8.6,2.8,B
1.2,55,6.0,2.4,C
5.2,78,4.9,2.0,B
8.7,86,5.1,3.5,A
6.7,71,8.8,1.3,B
0.4,60,4.1,2.5,C
4.2,67,7.7,4.7,C
2.8,52,7.6,1.8,C
9.8,87,6.8,3.0,A
1.2,57,7.0,2.1,C
3.6,92,5.8,0.4,C
1.2,57,7.8,4.9,C
8.3,100,7.0,4.2,A
7.8,67,8.3,3.6,B
2.1,85,6.6,5.0,C
3.6,86,8.8,0.8,C
1.4,95,8.8,1.8,C
9.2,52,8.5,4.1,B
1.5,66,6.1,4.7,C
4.8,79,7.9,2.5,C
4.8,64,4.8,4.1,C
0.3,67,8.2,4.8,C
6.2,95,4.7,0.6,B
4.2,93,8.4,2.0,C
7.7,72,6.6,0.6,B
3.0,80,7.9,2.5,C
4.3,90,6.3,4.4,C
2.2,99,6.1,3.5,C
9.6,51,4.6,0.3,B
6.7,77,8.1,1.1,B
7.1,83,6.7,0.2,A
6.4,72,6.4,1.1,B
4.5,87,5.3,1.4,C
1.1,69,8.1,2.2,C
4.0,98,5.6,4.7,C
0.5,88,6.3,4.2,C
1.4,99,7.3,1.5,C
2.6,92,8.3,1.3,C
3.3,75,9.0,4.1,C
5.1,63,5.7,2.2,B
5.4,51,7.7,1.9,B
3.7,97,6.1,1.5,C
8.4,85,5.0,4.7,A
7.9,81,7.0,0.8,A
8.3,68,4.5,3.9,B
6.2,50,4.7,0.3,B
6.2,85,8.1,1.2,B
4.7,54,7.9,0.3,C
6.3,63,7.2,0.4,B
4.6,90,4.6,1.9,C
1.2,71,5.9,4.8,C
8.3,67,4.2,0.3,B
0.8,66,9.0,4.0,C
4.2,54,5.6,4.5,C
1.2,68,7.4,3.8,C
9.1,75,5.5,0.7,B
4.2,67,4.4,0.7,C
7.8,55,7.4,4.0,B
3.9,84,4.4,3.1,C
6.7,51,5.5,3.2,B
1.6,78,4.1,4.9,C
5.8,91,4.9,1.3,B
7.4,75,4.7,0.0,B
9.0,60,7.6,4.8,B
9.2,65,5.7,2.0,B
5.7,85,5.1,3.7,B
4.9,61,5.2,1.4,C
6.4,87,8.7,3.7,B
4.1,76,6.6,0.6,C
3.7,99,7.1,2.0,C
6.1,50,7.2,3.6,B
3.9,52,7.2,0.1,C
4.7,52,7.5,1.0,C
6.5,76,8.1,2.3,B
9.6,99,7.3,4.6,A
6.1,79,4.6,5.0,B
4.3,56,4.2,2.7,C
5.8,82,8.1,3.2,B
3.1,58,4.2,3.2,C
8.4,53,6.4,0.7,B
3.2,83,4.1,1.8,C
1.2,73,4.5,1.4,C
2.8,58,4.2,0.2,C
6.7,88,8.9,1.9,B
4.3,87,4.1,0.5,C
9.6,92,4.0,4.4,A
2.6,70,8.9,4.6,C
8.0,93,8.0,0.5,A
7.4,52,7.6,3.8,B
6.9,63,6.3,2.0,B
8.1,61,4.1,1.9,B
7.3,59,7.1,3.2,B
5.3,64,7.3,4.0,B
5.0,85,7.6,1.6,C
9.2,68,4.4,1.7,B
7.4,68,7.6,3.8,B
0.1,55,7.2,2.2,C
7.1,83,5.4,2.8,A
5.6,54,6.2,1.3,B
9.3,53,6.4,3.1,B
7.9,58,6.9,4.3,B
0.8,74,7.8,3.6,C
5.2,82,5.1,0.7,B
0.9,68,5.2,2.0,C
3.9,89,7.4,2.6,C
4.8,66,6.0,2.7,C
9.5,55,5.9,2.6,B
1.0,92,4.3,0.3,C
5.6,68,6.7,3.3,B
0.4,57,8.5,2.6,C
7.0,73,8.8,3.2,B
2.2,50,7.9,4.3,C
2.1,97,7.2,3.0,C
3.6,70,5.5,2.6,C
8.2,70,6.6,1.3,B
3.4,78,8.7,1.6,C
6.7,66,6.6,1.8,B
3.2,80,8.7,1.4,C
8.3,91,7.7,2.4,A
0.8,92,7.4,5.0,C
2.0,51,4.8,3.6,C
0.3,73,4.1,0.7,C
1.7,57,4.0,3.9,C
9.3,93,4.2,2.3,A
2.5,53,8.2,4.4,C
4.6,76,6.8,1.0,C
3.3,75,7.9,2.3,C
0.5,55,4.3,0.5,C
1.5,72,4.9,4.4,C
1.4,79,6.0,1.3,C
10.0,72,6.2,3.4,B
3.3,85,6.6,2.3,C
8.8,66,4.9,3.0,B
3.7,81,6.9,4.4,C
9.7,99,4.2,0.7,A
1.6,77,7.8,2.4,C
0.7,76,4.2,0.8,C
5.7,60,5.0,3.8,B
3.4,63,7.3,1.2,C
5.2,96,4.5,1.3,B
5.8,75,5.3,3.8,B
8.1,97,5.5,0.9,A
4.1,84,8.0,0.2,C
5.5,79,4.3,1.8,B
5.8,70,5.4,3.4,B
9.1,66,7.7,4.7,B
8.4,55,4.3,0.1,B
0.5,69,7.3,2.7,C
2.2,65,7.5,0.9,C
6.5,57,8.2,4.0,B
1.6,53,5.0,0.9,C
6.8,79,5.7,4.7,B
1.3,66,7.6,2.4,C
9.4,88,6.1,3.3,A
9.8,84,7.5,4.5,A
7.7,50,8.5,4.2,B
3.1,65,5.2,2.5,C
2.7,71,8.7,3.5,C
3.2,83,6.4,1.3,C
1.6,71,4.2,2.9,C
4.8,61,8.0,3.8,C
2.3,53,9.0,0.9,C
0.7,91,7.2,4.8,C
2.2,73,6.3,4.3,C
7.6,55,8.9,1.1,B
1.3,66,8.3,1.8,C
0.4,96,7.2,2.4,C
1.7,60,7.8,0.7,C
1.7,80,6.1,4.4,C
8.2,89,8.2,2.1,A
9.8,60,5.6,0.9,B
5.1,81,7.7,1.4,B
8.1,69,9.0,1.4,B
0.3,84,6.0,4.8,C
1.2,75,5.8,3.4,C
4.2,70,6.7,1.1,C
2.5,97,8.3,3.8,C
0.2,78,5.0,1.2,C
0.8,73,7.2,2.6,C
1.5,53,8.1,2.4,C
4.0,66,7.8,1.9,C
6.6,85,4.2,2.3,B
9.3,83,5.1,3.6,A
5.9,85,4.6,2.1,B
6.6,67,9.0,0.3,B
1.0,65,6.0,4.3,C
2.5,72,7.2,4.8,C
3.8,52,4.7,3.7,C
6.6,67,4.9,3.4,B
5.3,85,4.4,3.8,B
3.2,50,5.8,0.2,C
5.4,78,7.4,2.3,B
2.1,57,8.0,0.8,C
5.0,88,7.6,0.1,C
6.2,56,4.7,3.8,B
9.0,67,8.0,2.0,B
8.6,81,7.2,1.7,A
9.5,79,6.1,2.7,B
0.4,68,6.6,1.3,C
7.8,90,6.3,0.7,A
4.9,81,5.2,1.5,C
4.4,93,6.8,4.9,C
6.9,85,7.9,3.4,B
3.8,51,7.0,3.3,C
5.0,89,5.0,1.1,C
7.7,65,8.3,4.4,B
7.1,51,4.2,1.3,B
0.1,84,6.0,2.1,C
7.7,67,5.9,0.7,B
7.3,91,7.4,2.3,A
3.9,70,6.5,4.9,C
5.6,73,8.7,5.0,B
8.5,60,4.8,1.9,B
8.1,68,5.6,0.7,B
7.3,76,6.4,1.6,B
5.7,66,5.4,4.3,B
2.1,60,4.6,2.8,C
4.5,50,5.1,2.1,C
7.9,89,8.4,2.5,A
0.5,61,5.9,4.9,C
9.0,97,7.1,0.4,A
2.8,62,6.4,3.4,C
6.0,89,6.2,2.1,B
7.8,71,8.9,3.9,B
3.4,54,5.3,0.0,C
6.3,80,4.6,0.8,B
5.3,69,7.2,3.1,B
8.2,89,7.4,2.2,A
2.7,51,7.2,2.1,C
7.6,77,5.8,3.6,B
2.9,70,7.7,3.0,C
3.7,91,6.7,4.7,C
1.6,99,5.2,0.0,C
0.6,72,5.3,0.0,C
7.9,84,6.2,1.1,A
3.5,66,8.2,3.4,C
9.4,97,4.5,2.2,A
8.6,74,8.2,3.7,B
0.9,57,7.1,3.5,C
0.2,82,4.3,1.2,C
5.0,95,8.1,1.3,C
8.8,81,7.9,2.2,A
4.1,52,4.7,2.2,C
3.5,96,4.1,3.4,C
6.7,58,4.7,1.1,B
3.1,88,4.4,0.2,C
0.4,100,6.6,1.8,C
1.6,87,7.8,4.5,C
7.1,62,6.0,0.8,B
3.3,54,7.1,2.8,C
2.9,87,6.7,0.4,C
5.5,72,6.5,0.9,B
4.9,96,8.1,4.0,C
2.6,59,8.3,0.3,C
8.2,69,7.4,1.0,B
9.2,99,7.0,2.6,A
4.0,62,5.1,4.6,C
1.8,71,6.4,0.1,C
6.9,86,5.1,0.4,B
3.7,58,4.5,4.5,C
1.8,84,6.7,1.6,C
3.8,58,6.5,3.4,C
6.0,51,8.0,4.3,B
1.8,72,7.7,4.3,C
1.4,56,7.2,2.8,C
5.9,92,7.7,2.6,B
6.9,76,4.7,1.8,B
8.9,77,4.5,4.5,B
4.5,54,6.6,3.5,C
6.2,79,8.3,2.2,B
2.8,76,4.4,3.1,C
2.3,63,7.4,1.8,C
6.7,52,5.0,3.1,B
5.6,77,7.1,1.4,B
6.2,55,7.9,3.4,B
2.0,87,4.8,4.7,C
2.5,88,7.0,2.0,C
2.5,76,7.0,1.1,C
1.4,62,7.3,2.3,C
1.9,70,4.7,3.7,C
3.2,54,5.0,1.9,C
0.5,81,4.9,3.7,C
9.2,92,8.9,4.1,A
1.7,56,7.9,0.8,C
7.6,100,6.3,1.5,A
8.9,60,8.7,3.5,B
0.5,60,7.0,4.2,C
2.4,61,8.7,1.1,C
3.4,80,7.4,0.2,C
8.3,95,5.7,4.9,A
6.8,55,5.9,2.0,B
0.3,95,6.5,0.7,C
1.6,83,6.0,0.3,C
7.4,59,6.0,1.5,B
4.5,69,8.6,3.8,C
6.6,79,4.9,3.7,B
7.7,77,5.2,1.5,B
6.6,98,8.5,2.4,B
0.4,74,5.3,2.6,C
6.8,70,6.5,0.1,B
3.9,93,4.0,1.9,C
4.9,89,8.1,2.6,C
8.5,88,5.9,3.8,A
9.3,72,7.0,0.1,B
4.9,100,6.8,3.9,C
2.9,72,4.4,1.4,C
2.6,54,7.6,3.7,C
0.4,89,4.2,0.0,C
5.5,51,4.6,1.2,B
7.2,96,5.2,0.6,A
7.5,99,8.9,2.2,A
1.1,54,4.3,4.3,C
5.7,70,7.1,3.1,B
7.4,50,8.3,4.1,B
6.8,66,6.0,5.0,B
7.2,54,6.3,0.0,B
7.2,61,8.1,4.2,B
5.3,71,7.3,2.0,B
1.1,65,5.8,4.9,C
6.9,64,7.3,4.1,B
6.0,61,5.8,3.9,B
10.0,64,7.7,3.0,B
0.9,77,6.5,3.7,C
9.7,96,4.9,2.3,A
9.8,59,8.8,2.7,B
6.5,54,8.3,4.4,B
7.4,100,7.3,4.5,A
6.5,80,7.8,0.8,B
1.3,75,5.1,4.5,C
7.3,65,4.6,4.5,B
1.6,51,5.8,0.6,C
3.8,75,6.3,1.5,C
9.9,73,7.3,4.6,B
6.7,77,4.2,2.1,B
9.7,75,4.6,0.4,B
4.4,77,5.5,4.3,C
3.4,69,4.1,2.6,C
7.5,84,9.0,3.3,A
1.3,74,8.7,1.7,C
9.0,87,6.5,2.8,A
2.9,50,6.1,1.7,C
6.3,92,8.9,1.0,B
6.2,72,5.0,3.9,B
9.4,96,5.6,0.4,A
7.0,98,6.6,2.1,B
6.7,81,8.6,0.0,B
6.1,81,6.0,0.5,B
0.4,95,5.3,1.7,C
5.9,96,4.6,4.2,B
0.3,78,4.6,2.1,C
9.7,64,6.2,2.1,B
0.8,82,5.1,2.5,C
8.3,92,7.1,4.0,A
7.7,74,7.3,1.5,B
4.7,87,8.4,4.3,C
0.8,50,7.9,4.5,C
1.4,74,8.7,4.3,C
5.7,99,5.5,3.5,B
5.2,74,6.6,4.0,B
2.1,67,8.5,3.0,C
0.9,76,5.1,2.8,C
6.8,98,4.8,2.1,B
2.9,79,8.5,4.4,C
9.3,80,4.4,3.2,B
5.0,82,6.9,1.5,C
3.3,76,5.5,0.5,C
4.8,50,5.7,2.2,C
2.0,79,5.4,1.6,C
8.1,86,4.8,0.3,A
7.7,54,5.7,0.6,B
2.1,81,5.7,4.8,C
2.3,72,4.7,2.5,C
4.9,87,7.8,0.5,C
7.6,79,7.4,1.8,B
0.9,66,6.3,1.6,C
0.5,74,4.9,3.0,C
2.6,59,5.6,2.9,C
6.5,60,7.4,1.3,B
8.4,86,7.9,2.8,A
8.3,62,6.3,5.0,B
7.7,52,9.0,0.4,B
4.0,73,8.1,3.0,C
0.4,81,8.9,0.3,C
9.6,51,8.3,4.0,B
6.6,91,8.5,4.8,B
8.6,100,6.0,3.5,A
7.3,51,4.0,1.7,B
9.8,57,6.6,3.7,B
7.6,75,6.6,2.2,B
1.0,91,4.4,1.0,C
1.9,89,6.2,2.8,C
3.1,92,8.5,1.0,C
10.0,54,7.0,4.4,B
3.5,99,5.6,0.6,C
3.4,68,7.2,2.3,C
5.9,98,6.7,0.6,B
9.3,69,7.6,0.4,B
0.9,81,8.3,4.4,C
4.6,81,7.4,2.3,C
5.3,56,8.3,2.1,B
3.1,85,7.5,4.6,C
7.4,66,8.1,4.6,B
3.1,86,8.0,0.2,C
0.3,99,4.8,2.4,C
0.0,84,7.1,0.5,C
3.7,71,4.6,2.9,C
8.6,67,7.3,4.4,B
0.9,82,7.2,2.3,C
5.3,100,4.1,2.9,B
9.4,79,5.1,1.8,B
2.3,65,8.8,1.6,C
6.5,59,4.3,4.4,B
5.2,93,6.8,4.1,B
2.5,87,7.2,1.5,C
2.3,58,4.9,0.6,C
1.3,63,6.0,0.2,C
7.4,95,6.1,0.9,A
1.8,92,8.1,3.5,C
4.7,59,6.0,2.8,C
7.3,62,6.2,4.0,B
5.9,66,8.2,2.7,B
8.0,57,5.7,3.2,B
4.9,89,5.6,3.5,C
3.6,78,5.5,0.3,C
1.6,95,7.7,1.1,C
6.9,75,6.2,3.0,B
9.3,85,7.2,4.3,A
9.2,86,4.7,1.1,A
2.1,92,7.5,0.1,C
3.6,98,4.4,1.8,C
9.9,66,6.6,5.0,B
4.2,53,8.1,1.1,C
5.5,56,4.2,3.3,B
2.0,99,7.8,0.7,C
0.2,93,7.9,4.8,C
0.1,62,7.4,2.5,C
8.1,97,8.2,4.2,A
9.7,95,8.1,4.4,A
3.0,50,8.0,1.4,C
0.6,52,7.2,4.7,C
6.5,80,6.2,0.9,B
1.3,96,4.0,3.1,C
6.4,71,7.4,2.8,B
5.9,87,7.5,1.1,B
7.2,79,7.3,0.3,B
8.2,55,5.5,2.8,B
0.3,67,8.1,4.9,C
7.1,80,5.1,3.9,B
8.3,66,7.3,1.1,B
0.1,91,5.4,3.9,C
8.6,52,5.1,3.2,B
4.8,55,8.9,1.4,C
5.7,74,8.7,3.0,B
6.8,79,7.4,1.1,B
4.8,100,5.2,4.4,C
9.1,88,6.7,4.8,A
4.8,98,5.4,4.1,C
4.8,71,4.9,3.7,C
8.8,59,4.6,0.9,B
0.5,75,6.4,4.0,C
1.1,61,4.8,0.4,C
1.9,50,5.5,1.7,C
7.7,67,7.6,0.7,B
1.1,67,7.7,2.2,C
6.2,64,4.1,3.7,B
6.4,89,7.7,2.1,B
3.6,66,8.6,0.8,C
6.0,98,4.3,4.2,B
0.2,84,6.4,3.2,C
8.4,72,4.9,3.0,B
2.3,58,8.8,2.9,C
3.3,88,5.1,3.0,C
5.9,70,8.5,0.7,B
7.1,94,7.0,1.6,A
1.4,73,8.3,4.7,C
5.2,82,5.2,2.3,B
0.9,89,4.1,3.2,C
9.9,93,8.2,2.1,A
5.9,91,8.5,3.2,B
4.7,93,7.1,2.6,C
9.2,91,7.8,3.5,A
8.8,57,5.4,0.3,B
8.4,93,4.3,1.1,A
0.9,81,4.4,3.9,C
8.2,65,4.8,3.2,B
2.5,82,5.8,4.5,C
4.5,60,7.7,1.6,C
9.8,61,4.7,0.1,B
1.9,89,8.3,0.7,C
1.5,57,5.2,2.8,C
0.7,52,5.6,3.8,C
0.9,73,4.6,2.1,C
1.9,61,4.1,4.0,C
0.8,86,6.6,1.5,C
5.8,97,8.3,2.0,B
8.5,79,7.1,4.2,B
2.3,52,6.5,2.9,C
4.8,58,8.4,4.8,C
0.5,73,7.0,0.5,C
10.0,80,7.5,3.1,B
0.4,55,7.1,3.1,C
7.9,92,5.1,1.0,A
1.8,83,5.2,2.3,C
4.8,62,8.1,0.1,C
1.1,67,7.5,5.0,C
0.4,85,8.6,1.3,C
4.6,57,8.0,0.2,C
6.9,98,5.9,3.9,B
3.5,61,7.2,2.1,C
3.5,58,6.0,3.7,C
8.3,58,7.1,2.2,B
9.6,61,5.2,0.5,B
9.9,52,4.4,4.7,B
3.5,81,7.5,2.8,C
6.2,80,6.1,2.5,B
5.6,97,8.6,4.8,B
9.9,95,8.7,4.9,A
9.0,60,6.4,3.2,B
6.5,99,8.8,1.0,B
3.2,90,5.5,1.3,C
3.0,86,8.8,3.6,C
6.4,81,6.2,3.3,B
2.2,88,5.8,1.3,C
1.8,63,5.2,0.7,C
4.5,51,8.4,1.9,C
9.0,99,8.4,4.4,A
3.7,90,8.9,3.0,C
6.6,77,7.4,4.7,B
2.0,53,7.0,2.5,C
4.5,97,5.5,4.9,C
4.7,79,7.4,1.3,C
6.2,92,5.0,4.3,B
3.7,69,5.2,3.6,C
9.5,71,8.8,2.2,B
5.2,54,4.1,1.6,B
5.3,99,5.6,3.2,B
9.6,85,8.1,3.5,A
1.0,80,4.5,4.1,C
3.3,69,4.8,2.8,C
5.2,52,6.4,0.8,B
4.2,51,4.0,1.9,C
1.5,83,7.2,2.4,C
2.1,95,7.3,4.1,C
1.5,78,4.3,1.8,C
2.4,96,5.1,3.8,C
0.3,58,8.7,3.0,C
1.0,63,8.6,4.6,C
7.7,63,8.3,4.8,B
1.9,85,8.4,4.6,C
5.8,59,4.4,4.3,B
3.6,95,7.3,3.3,C
8.4,83,7.9,2.2,A
1.4,82,5.7,1.5,C
3.7,82,6.2,0.8,C
4.9,63,7.4,0.8,C
3.2,97,4.4,1.4,C
8.7,97,5.8,4.0,A
1.7,51,7.6,1.2,C
4.7,100,6.8,0.8,C
4.7,81,7.1,3.4,C
9.1,80,8.1,0.0,B
0.3,94,8.8,3.0,C
0.3,92,5.1,4.2,C
7.7,64,6.7,2.8,B
9.0,70,6.0,2.4,B
7.1,56,7.7,0.5,B
4.1,69,5.0,2.2,C
7.0,94,5.0,2.1,B
4.2,80,7.4,2.6,C
2.4,84,5.6,4.3,C
5.1,91,8.4,4.7,B
0.1,83,5.2,3.9,C
1.8,92,4.4,3.2,C
9.9,91,6.4,1.4,A
4.7,87,4.7,0.7,C
9.6,93,6.3,4.8,A
3.7,77,5.0,5.0,C
2.3,76,8.9,1.2,C
6.3,67,6.0,3.3,B
8.8,97,7.9,2.7,A
9.2,93,7.7,2.9,A
7.4,92,8.2,3.6,A
8.2,89,6.7,1.2,A
6.1,64,8.6,4.9,B
1.1,99,8.0,4.5,C
1.7,66,8.9,0.2,C
2.5,81,5.7,2.2,C
5.4,62,8.8,2.8,B
6.6,73,8.6,3.5,B
9.6,100,8.8,4.4,A
0.8,91,6.5,4.3,C
5.3,71,4.1,1.0,B
7.4,51,7.7,1.7,B
5.3,97,7.8,4.4,B
6.0,71,4.9,2.8,B
8.0,95,5.4,1.7,A
7.8,75,8.3,1.4,B
4.9,60,7.5,0.7,C
6.2,77,4.3,3.5,B
0.1,59,6.6,2.7,C
10.0,52,6.6,3.4,B
2.8,79,8.3,4.7,C
3.6,61,4.1,1.7,C
5.4,75,6.0,1.9,B
6.6,71,9.0,1.7,B
6.4,81,8.6,3.9,B
3.9,100,6.7,1.4,C
3.2,92,6.1,4.1,C
3.7,91,6.4,1.8,C
1.5,85,5.0,2.6,C
3.6,93,4.1,3.1,C
3.5,91,7.7,0.4,C
1.4,81,5.2,1.0,C
2.0,76,6.6,3.6,C
5.8,92,9.0,0.3,B
1.7,91,8.5,1.5,C
1.8,55,7.0,0.7,C
4.5,62,4.7,3.0,C
5.7,59,7.6,1.8,B
0.3,84,6.5,4.9,C
8.2,82,4.0,1.8,A
7.5,64,6.5,0.5,B
3.7,78,6.0,4.3,C
6.0,99,6.7,0.2,B
4.0,86,8.1,4.5,C
7.4,64,8.3,4.2,B
0.3,56,4.8,2.7,C
4.6,84,4.1,0.9,C
1.2,54,7.4,3.1,C
0.8,84,8.1,0.5,C
1.8,76,4.5,0.0,C
5.5,74,8.5,4.7,B
5.5,87,8.0,3.3,B
9.1,85,7.9,0.6,A
0.8,51,5.3,4.3,C
7.2,58,5.0,0.4,B
4.3,89,7.7,2.6,C
9.3,96,5.6,3.1,A
5.7,80,8.8,3.3,B
7.9,72,4.7,3.7,B
4.4,61,4.1,1.4,C
3.3,92,4.2,0.6,C
6.6,53,5.3,4.6,B
8.6,80,6.9,4.1,B
2.5,68,4.5,0.2,C
4.3,99,5.4,1.7,C
3.7,65,8.9,2.1,C
4.1,54,7.3,1.4,C
0.6,64,7.1,3.3,C
8.9,81,8.4,2.2,A
4.9,75,5.8,0.4,C
0.5,91,7.6,0.7,C
6.0,50,7.7,3.3,B
8.7,83,7.9,2.2,A
1.0,62,7.2,3.5,C
3.9,75,4.7,4.5,C
2.9,94,5.5,1.5,C
9.8,54,7.2,3.7,B
6.6,62,4.2,4.4,B
4.3,54,7.3,4.8,C
9.6,97,4.7,2.2,A
